subscriber_id,account_id,age,gender,region,country,signup_date,current_plan,signup_channel,device_primary,household_size,churn_status,churn_date,price_increase_flag,is_resub
SUB_003747,ACC_003519,36.0,Undisclosed,North America,US,2025-10-20,Basic-Ads,Paid Social,TV,1.0,0,,0,0
SUB_003748,ACC_003520,21.0,Male,Western Europe,ES,2024-04-25,Premium,Free Trial,Mobile,2.0,0,,0,0
SUB_003749,ACC_003521,41.0,Male,Western Europe,FR,2023-04-13,Standard,Paid Social,Tablet,2.0,0,,0,0
SUB_003750,ACC_003521,52.0,Female,North America,US,2024-08-12,Basic-Ads,Paid Search,Mobile,2.0,1,2025-06-06,0,0
SUB_003751,ACC_003522,52.0,Male,North America,US,2023-06-28,Standard,Bundle,Mobile,3.0,0,,0,0
SUB_003752,ACC_003523,35.0,Female,North America,US,2024-11-04,Standard,Paid Search,TV,,0,,1,0
SUB_003753,ACC_003524,30.0,Male,North America,US,2023-06-22,Basic-Ads,Paid Search,TV,3.0,1,2025-08-05,0,1
SUB_003754,ACC_003525,55.0,Female,North America,US,2026-02-26,Basic-Ads,Bundle,Mobile,1.0,0,,0,0
SUB_003755,ACC_003526,57.0,Male,North America,US,2022-11-14,Standard,Organic,Mobile,,0,,0,0
SUB_003756,ACC_003527,60.0,,Western Europe,ES,2025-02-28,Standard,Free Trial,Mobile,2.0,0,,0,0
SUB_003757,ACC_003528,48.0,Undisclosed,North America,US,2025-01-03,Basic-Ads,Bundle,Tablet,3.0,0,,0,1
SUB_003758,ACC_003528,57.0,Male,Western Europe,DE,2026-01-28,Basic-Ads,Free Trial,TV,2.0,0,,0,0
SUB_003759,ACC_003528,54.0,Female,Western Europe,FR,2022-04-15,Basic-Ads,Paid Search,Mobile,2.0,0,,1,0
SUB_003760,ACC_003529,21.0,Female,Western Europe,DE,2026-01-02,Premium,Referral,TV,3.0,0,,0,0
SUB_003761,ACC_003530,18.0,Female,Western Europe,UK,2026-02-14,Basic-Ads,Paid Social,TV,3.0,0,,1,0
SUB_003762,ACC_003531,42.0,Male,Western Europe,UK,2024-07-12,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_003763,ACC_003532,45.0,Female,North America,CA,2025-11-04,Basic-Ads,Paid Social,TV,3.0,0,,0,0
SUB_003764,ACC_003533,43.0,Female,North America,CA,2025-02-01,Premium,Bundle,TV,4.0,1,2025-03-31,1,0
SUB_003765,ACC_003534,57.0,Female,Western Europe,FR,2024-06-18,Standard,Organic,Tablet,,0,,0,1
SUB_003766,ACC_003535,48.0,,North America,CA,2026-02-24,Standard,Organic,TV,4.0,0,,0,0
SUB_003767,ACC_003536,40.0,Male,Western Europe,ES,2022-06-16,Standard,Paid Search,TV,1.0,1,2025-03-31,1,0
SUB_003768,ACC_003537,34.0,,North America,CA,2024-11-12,Premium,Paid Social,TV,1.0,0,,0,0
SUB_003769,ACC_003538,38.0,Male,North America,US,2023-07-21,Standard,Referral,Mobile,4.0,0,,1,0
SUB_003770,ACC_003539,29.0,Female,North America,US,2024-03-19,Basic-Ads,Free Trial,Mobile,2.0,1,2025-10-13,1,0
SUB_003771,ACC_003540,27.0,Male,Western Europe,DE,2024-05-25,Premium,Free Trial,TV,4.0,0,,0,0
SUB_003772,ACC_003541,26.0,Male,North America,US,2025-05-25,Standard,Free Trial,TV,2.0,1,2026-02-19,0,0
SUB_003773,ACC_003542,54.0,Female,North America,US,2025-05-24,Basic-Ads,Free Trial,TV,3.0,1,2026-03-14,0,0
SUB_003774,ACC_003543,38.0,Male,Western Europe,FR,2025-06-29,Premium,Paid Search,Web,1.0,0,,1,0
SUB_003775,ACC_003544,31.0,Male,Western Europe,IT,2022-09-20,Basic-Ads,Referral,TV,1.0,1,2025-12-16,1,0
SUB_003776,ACC_003545,49.0,,Western Europe,DE,2025-07-04,Basic-Ads,Paid Social,Mobile,,1,2025-12-04,1,0
SUB_003777,ACC_003546,24.0,Male,North America,US,2025-03-19,Basic-Ads,Free Trial,TV,2.0,0,,0,1
SUB_003778,ACC_003547,50.0,Female,North America,US,2025-06-03,Basic-Ads,Free Trial,TV,1.0,1,2026-03-12,0,0
SUB_003779,ACC_003548,60.0,Undisclosed,North America,CA,2026-03-04,Standard,Organic,Mobile,3.0,0,,1,0
SUB_003780,ACC_003549,40.0,Female,North America,US,2024-01-29,Standard,Paid Search,TV,4.0,1,2025-07-25,1,0
SUB_003781,ACC_003550,58.0,Female,North America,US,2025-12-27,Basic-Ads,Free Trial,TV,2.0,0,,0,0
SUB_003782,ACC_003551,18.0,Female,Western Europe,UK,2025-01-07,Standard,Organic,Web,1.0,1,2026-03-09,1,0
SUB_003783,ACC_003552,,Undisclosed,North America,US,2026-03-18,Basic-Ads,Referral,Tablet,2.0,0,,1,0
SUB_003784,ACC_003553,27.0,Undisclosed,Western Europe,DE,2025-02-02,Basic-Ads,Paid Social,TV,2.0,1,2025-08-15,0,0
SUB_003785,ACC_003554,41.0,Male,Western Europe,DE,2025-10-29,Standard,Organic,Mobile,1.0,1,2026-03-12,1,0
SUB_003786,ACC_003555,51.0,Undisclosed,Western Europe,DE,2022-12-20,Standard,Paid Social,Tablet,1.0,1,2025-09-18,0,0
SUB_003787,ACC_003556,54.0,Male,Western Europe,UK,2025-03-04,Standard,Paid Social,TV,2.0,1,2026-02-10,1,0
SUB_003788,ACC_003557,25.0,Male,North America,US,2026-03-03,Basic-Ads,Free Trial,Mobile,6.0,0,,1,0
SUB_003789,ACC_003558,49.0,Female,Western Europe,ES,2024-07-12,Basic-Ads,Referral,TV,2.0,0,,0,0
SUB_003790,ACC_003559,45.0,Male,Western Europe,UK,2024-07-28,Basic-Ads,Paid Search,Mobile,6.0,0,,1,0
SUB_003791,ACC_003560,20.0,Male,Western Europe,ES,2026-01-22,Standard,Organic,Mobile,3.0,0,,0,0
SUB_003792,ACC_003561,57.0,Undisclosed,North America,US,2025-07-10,Basic-Ads,Organic,Mobile,,0,,0,0
SUB_003793,ACC_003562,53.0,Female,Western Europe,UK,2022-07-11,Basic-Ads,Paid Social,,2.0,0,,1,0
SUB_003794,ACC_003563,23.0,Male,Western Europe,UK,2024-12-13,Standard,Bundle,Web,4.0,1,2025-05-22,0,0
SUB_003795,ACC_003564,61.0,Male,North America,US,2025-06-27,Standard,Organic,TV,3.0,0,,0,0
SUB_003796,ACC_003565,55.0,Male,North America,US,2023-04-13,Basic-Ads,Paid Search,Mobile,3.0,0,,0,0
SUB_003797,ACC_003566,20.0,Female,North America,CA,2023-12-28,Basic-Ads,Paid Search,Mobile,6.0,1,2025-06-20,0,0
SUB_003798,ACC_003567,21.0,Female,North America,US,2026-02-03,Standard,Organic,Mobile,2.0,0,,0,0
SUB_003799,ACC_003568,43.0,,Western Europe,DE,2026-02-10,Basic-Ads,Paid Search,Mobile,4.0,0,,0,0
SUB_003800,ACC_003569,27.0,Undisclosed,North America,US,2024-09-11,Basic-Ads,Bundle,Tablet,2.0,1,2025-07-23,0,0
SUB_003801,ACC_003570,38.0,Female,North America,US,2025-05-28,Basic-Ads,Referral,Mobile,1.0,0,,0,0
SUB_003802,ACC_003571,43.0,Male,North America,CA,2025-07-23,Standard,Paid Search,Mobile,2.0,0,,0,0
SUB_003803,ACC_003572,18.0,Male,Western Europe,FR,2025-04-13,Basic-Ads,Free Trial,Mobile,3.0,1,2025-11-19,1,0
SUB_003804,ACC_003573,43.0,Female,Western Europe,UK,2026-03-03,Basic-Ads,Paid Social,Mobile,,0,,0,0
SUB_003805,ACC_003574,64.0,Undisclosed,Western Europe,DE,2024-05-04,Basic-Ads,Organic,,2.0,0,,0,0
SUB_003806,ACC_003575,68.0,Male,North America,US,2023-04-01,Premium,Referral,TV,,0,,0,0
SUB_003807,ACC_003576,35.0,Male,North America,US,2025-11-02,Standard,Organic,Mobile,3.0,1,2026-02-14,0,0
SUB_003808,ACC_003577,53.0,Female,Western Europe,ES,2024-09-01,Standard,Referral,Mobile,,1,2026-02-18,0,0
SUB_003809,ACC_003578,35.0,Male,North America,US,2026-02-23,Standard,Paid Social,TV,3.0,0,,0,0
SUB_003810,ACC_003579,70.0,Male,Western Europe,DE,2025-01-30,Standard,Referral,TV,2.0,0,,0,0
SUB_003811,ACC_003580,70.0,Male,North America,US,2022-11-12,Premium,Referral,Mobile,1.0,0,,0,0
SUB_003812,ACC_003581,26.0,Male,North America,US,2024-04-11,Premium,Referral,Mobile,,0,,1,0
SUB_003813,ACC_003582,36.0,Female,North America,US,2026-02-12,Basic-Ads,Free Trial,TV,6.0,1,2026-03-14,0,0
SUB_003814,ACC_003583,30.0,Female,North America,US,2025-07-28,Basic-Ads,Free Trial,TV,2.0,1,2025-09-30,0,0
SUB_003815,ACC_003584,35.0,Female,North America,US,2024-04-17,Basic-Ads,Organic,Mobile,3.0,0,,0,0
SUB_003816,ACC_003585,37.0,Female,North America,US,2023-12-18,Standard,Free Trial,TV,2.0,0,,0,0
SUB_003817,ACC_003586,51.0,Female,Western Europe,UK,2026-02-25,Basic-Ads,Free Trial,Mobile,2.0,1,2026-03-13,1,0
SUB_003818,ACC_003587,56.0,,Western Europe,UK,2025-12-26,Standard,Free Trial,Tablet,,0,,0,1
SUB_003819,ACC_003588,41.0,,Western Europe,UK,2022-07-17,Standard,Paid Social,Web,2.0,0,,1,0
SUB_003820,ACC_003589,45.0,Undisclosed,Western Europe,DE,2025-08-31,Basic-Ads,Paid Social,Web,3.0,0,,0,0
SUB_003821,ACC_003590,49.0,Male,Western Europe,UK,2024-02-04,Basic-Ads,Bundle,Mobile,1.0,0,,0,0
SUB_003822,ACC_003591,18.0,Female,Western Europe,UK,2025-01-13,Basic-Ads,Organic,Tablet,4.0,0,,0,0
SUB_003823,ACC_003592,39.0,Undisclosed,North America,US,2025-08-10,Premium,Paid Search,Tablet,1.0,0,,0,0
SUB_003824,ACC_003593,50.0,Non-binary,North America,US,2024-01-03,Premium,Referral,TV,4.0,0,,0,0
SUB_003825,ACC_003594,30.0,Female,Western Europe,UK,2023-11-15,Premium,Paid Search,TV,1.0,1,2025-06-06,0,0
SUB_003826,ACC_003594,54.0,Undisclosed,North America,US,2025-05-16,Basic-Ads,Free Trial,Web,1.0,1,2025-08-20,0,0
SUB_003827,ACC_003595,52.0,Female,Western Europe,DE,2026-03-10,Standard,Paid Social,TV,2.0,0,,1,0
SUB_003828,ACC_003596,63.0,Female,North America,US,2025-07-31,Basic-Ads,Paid Search,TV,4.0,0,,0,0
SUB_003829,ACC_003597,51.0,Female,Western Europe,DE,2022-11-03,Basic-Ads,Paid Search,Web,2.0,0,,0,0
SUB_003830,ACC_003598,56.0,Female,North America,CA,2024-10-09,Premium,Paid Social,Mobile,1.0,0,,0,0
SUB_003831,ACC_003599,34.0,Male,North America,US,2025-06-12,Basic-Ads,Paid Social,Mobile,1.0,1,2026-02-20,0,0
SUB_003832,ACC_003600,66.0,Female,North America,US,2024-09-11,Basic-Ads,Paid Social,Tablet,2.0,0,,0,0
SUB_003833,ACC_003601,41.0,Female,Western Europe,IT,2023-08-04,Premium,Organic,TV,2.0,0,,0,0
SUB_003834,ACC_003602,59.0,Female,North America,US,2024-05-16,Standard,Bundle,TV,1.0,0,,0,0
SUB_003835,ACC_003603,39.0,Female,North America,CA,2022-11-27,Basic-Ads,Paid Search,TV,3.0,0,,0,0
SUB_003836,ACC_003604,60.0,Male,Western Europe,FR,2025-09-05,Standard,Referral,TV,5.0,1,2025-09-28,1,0
SUB_003837,ACC_003605,38.0,Male,North America,US,2025-05-17,Standard,Referral,Mobile,4.0,0,,0,0
SUB_003838,ACC_003606,32.0,Female,North America,US,2024-09-07,Standard,Paid Social,TV,4.0,1,2025-05-05,0,0
SUB_003839,ACC_003606,34.0,Male,Western Europe,IT,2025-07-31,Standard,Free Trial,TV,3.0,1,2025-09-08,0,0
SUB_003840,ACC_003607,,Female,North America,US,2025-12-04,Basic-Ads,Free Trial,Mobile,4.0,1,2026-03-09,0,0
SUB_003841,ACC_003608,56.0,Male,North America,US,2023-03-01,Basic-Ads,Bundle,Mobile,1.0,0,,0,0
SUB_003842,ACC_003609,36.0,Female,North America,US,2025-08-07,Standard,Paid Social,TV,1.0,1,2025-10-08,0,0
SUB_003843,ACC_003610,49.0,Undisclosed,Western Europe,FR,2026-01-23,Standard,Free Trial,TV,1.0,0,,0,0
SUB_003844,ACC_003611,18.0,Male,Western Europe,UK,2023-03-09,Premium,Paid Social,Tablet,3.0,0,,0,0
SUB_003845,ACC_003612,21.0,Female,North America,US,2023-03-25,Standard,Free Trial,Tablet,,0,,0,0
SUB_003846,ACC_003613,59.0,Male,North America,US,2024-10-07,Basic-Ads,Paid Social,TV,5.0,1,2025-12-08,0,0
SUB_003847,ACC_003614,37.0,Male,Western Europe,UK,2024-06-08,Basic-Ads,Free Trial,TV,4.0,1,2025-05-21,0,0
SUB_003848,ACC_003615,27.0,Female,Western Europe,UK,2023-01-14,Standard,Paid Search,TV,3.0,0,,0,0
SUB_003849,ACC_003616,40.0,Undisclosed,North America,US,2026-02-10,Premium,Referral,TV,1.0,0,,0,0
SUB_003850,ACC_003617,47.0,Male,Western Europe,DE,2026-03-10,Premium,Referral,TV,2.0,1,2026-03-27,0,0
SUB_003851,ACC_003618,26.0,Male,Western Europe,FR,2024-05-01,Standard,Organic,Mobile,,0,,0,0
SUB_003852,ACC_003619,68.0,Male,Western Europe,ES,2024-03-30,Premium,Organic,TV,2.0,1,2025-10-31,0,0
SUB_003853,ACC_003620,39.0,,Western Europe,ES,2024-03-03,Basic-Ads,Organic,Mobile,5.0,0,,0,0
SUB_003854,ACC_003621,62.0,Male,North America,US,2024-02-29,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_003855,ACC_003622,30.0,Female,North America,US,2025-06-28,Basic-Ads,Paid Social,TV,2.0,1,2026-03-29,1,0
SUB_003856,ACC_003623,53.0,,North America,US,2025-11-03,Basic-Ads,Free Trial,TV,2.0,0,,0,0
SUB_003857,ACC_003624,28.0,Female,North America,US,2024-08-07,Basic-Ads,Free Trial,TV,1.0,1,2025-04-11,0,0
SUB_003858,ACC_003624,34.0,Female,Western Europe,FR,2022-06-17,Premium,Free Trial,Tablet,2.0,0,,0,0
SUB_003859,ACC_003625,59.0,Male,Western Europe,ES,2025-05-11,Standard,Free Trial,Web,,1,2026-03-01,0,0
SUB_003860,ACC_003626,49.0,Female,North America,US,2023-05-07,Standard,Bundle,TV,1.0,0,,0,0
SUB_003861,ACC_003627,69.0,Male,North America,CA,2022-07-23,Standard,Organic,Mobile,,0,,1,0
SUB_003862,ACC_003628,41.0,Male,North America,US,2026-03-11,Standard,Paid Social,TV,2.0,0,,0,1
SUB_003863,ACC_003629,37.0,Undisclosed,North America,US,2025-07-02,Basic-Ads,Organic,Web,,1,2026-01-07,0,0
SUB_003864,ACC_003630,49.0,Male,Western Europe,ES,2024-04-02,Standard,Paid Social,TV,,1,2025-09-18,0,0
SUB_003865,ACC_003631,42.0,Male,North America,US,2025-05-28,Basic-Ads,Paid Search,TV,,0,,0,0
SUB_003866,ACC_003632,49.0,Female,North America,US,2023-02-22,Standard,Paid Social,Mobile,1.0,0,,0,0
SUB_003867,ACC_003632,55.0,Male,North America,US,2022-05-31,Standard,Referral,Web,1.0,0,,1,0
SUB_003868,ACC_003632,28.0,Male,Western Europe,DE,2023-10-05,Basic-Ads,Paid Search,TV,1.0,0,,0,0
SUB_003869,ACC_003633,38.0,Male,North America,US,2023-11-16,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_003870,ACC_003634,31.0,,North America,US,2024-05-25,Standard,Paid Search,TV,2.0,1,2025-08-28,0,0
SUB_003871,ACC_003635,37.0,Male,Western Europe,UK,2025-03-11,Basic-Ads,Free Trial,TV,5.0,1,2025-08-11,1,0
SUB_003872,ACC_003636,21.0,Female,Western Europe,DE,2025-06-19,Basic-Ads,Free Trial,TV,1.0,1,2025-11-19,0,0
SUB_003873,ACC_003637,26.0,Undisclosed,North America,US,2022-05-22,Standard,Free Trial,TV,3.0,0,,0,0
SUB_003874,ACC_003638,49.0,Female,Western Europe,FR,2025-06-26,Standard,Paid Social,Mobile,2.0,1,2026-03-06,0,0
SUB_003875,ACC_003639,39.0,Female,North America,US,2024-11-10,Basic-Ads,Referral,TV,2.0,0,,0,0
SUB_003876,ACC_003640,33.0,Female,North America,US,2024-09-27,Premium,Free Trial,,3.0,0,,0,0
SUB_003877,ACC_003641,37.0,Female,Western Europe,FR,2025-10-01,Standard,Paid Search,Mobile,1.0,1,2025-12-08,0,0
SUB_003878,ACC_003642,35.0,Female,Western Europe,FR,2023-08-11,Basic-Ads,Paid Search,TV,2.0,1,2026-03-07,1,0
SUB_003879,ACC_003643,58.0,Female,Western Europe,FR,2026-02-04,Basic-Ads,Organic,Mobile,2.0,0,,0,0
SUB_003880,ACC_003644,22.0,Male,North America,US,2024-11-05,Standard,Organic,Web,1.0,0,,0,0
SUB_003881,ACC_003645,36.0,Male,North America,US,2024-05-17,Standard,Organic,Web,1.0,0,,0,0
SUB_003882,ACC_003646,49.0,Female,Western Europe,UK,2024-04-08,Standard,Organic,Web,1.0,0,,0,0
SUB_003883,ACC_003647,46.0,,North America,US,2023-04-08,Basic-Ads,Paid Social,TV,1.0,1,2025-05-12,0,0
SUB_003884,ACC_003648,42.0,Female,North America,US,2023-05-22,Standard,Referral,TV,1.0,0,,0,0
SUB_003885,ACC_003649,25.0,Female,North America,US,2026-02-16,Premium,Free Trial,TV,4.0,0,,0,0
SUB_003886,ACC_003650,22.0,Male,North America,US,2024-10-30,Premium,Organic,Mobile,2.0,0,,0,0
SUB_003887,ACC_003650,19.0,Male,North America,US,2024-09-11,Basic-Ads,Paid Social,Web,2.0,0,,0,0
SUB_003888,ACC_003651,38.0,Male,Western Europe,IT,2025-03-11,Premium,Paid Social,Mobile,,0,,0,0
SUB_003889,ACC_003652,29.0,Female,Western Europe,NL,2025-10-14,Standard,Organic,TV,,0,,0,0
SUB_003890,ACC_003653,31.0,Female,Western Europe,FR,2025-08-06,Standard,Referral,,2.0,0,,1,0
SUB_003891,ACC_003654,34.0,Female,Western Europe,UK,2024-10-03,Standard,Free Trial,TV,3.0,0,,0,0
SUB_003892,ACC_003655,69.0,Female,Western Europe,FR,2023-10-27,Standard,Referral,Mobile,,0,,0,0
SUB_003893,ACC_003656,29.0,Non-binary,Western Europe,UK,2022-09-11,Basic-Ads,Paid Search,Mobile,1.0,1,2025-11-30,1,0
SUB_003894,ACC_003657,33.0,Male,North America,US,2024-07-20,Basic-Ads,Paid Search,TV,4.0,1,2026-02-16,1,0
SUB_003895,ACC_003658,70.0,Female,North America,US,2024-02-21,Basic-Ads,Paid Social,Tablet,,0,,0,0
SUB_003896,ACC_003659,24.0,Male,Western Europe,UK,2023-02-15,Basic-Ads,Paid Social,TV,4.0,0,,0,0
SUB_003897,ACC_003660,53.0,,North America,US,2023-10-27,Premium,Organic,TV,1.0,0,,0,0
SUB_003898,ACC_003661,30.0,Undisclosed,North America,US,2024-12-07,Standard,Paid Search,TV,2.0,1,2025-06-07,0,0
SUB_003899,ACC_003662,62.0,Male,Western Europe,DE,2022-12-26,Standard,Paid Social,TV,4.0,0,,0,0
SUB_003900,ACC_003663,49.0,Female,Western Europe,ES,2024-04-08,Premium,Referral,TV,,0,,0,0
SUB_003901,ACC_003664,42.0,Male,North America,US,2023-03-30,Premium,Paid Search,TV,3.0,0,,1,0
SUB_003902,ACC_003665,26.0,Female,Western Europe,FR,2025-03-24,Basic-Ads,Paid Search,TV,1.0,0,,1,0
SUB_003903,ACC_003666,26.0,Female,North America,US,2023-08-11,Basic-Ads,Free Trial,Mobile,3.0,0,,0,0
SUB_003904,ACC_003667,50.0,Female,Western Europe,DE,2024-05-14,Premium,Organic,TV,3.0,0,,0,0
SUB_003905,ACC_003668,30.0,Undisclosed,North America,US,2024-11-29,Standard,Organic,TV,1.0,0,,0,0
SUB_003906,ACC_003669,35.0,Female,North America,US,2022-09-22,Standard,Referral,Tablet,4.0,0,,0,0
SUB_003907,ACC_003670,32.0,Undisclosed,Western Europe,UK,2024-05-13,Basic-Ads,Referral,TV,1.0,0,,0,0
SUB_003908,ACC_003671,35.0,Female,North America,US,2024-03-11,Basic-Ads,Free Trial,Mobile,3.0,1,2025-08-18,1,0
SUB_003909,ACC_003672,69.0,Male,North America,US,2023-02-19,Premium,Organic,Mobile,2.0,0,,0,0
SUB_003910,ACC_003673,46.0,Female,North America,US,2025-08-11,Premium,Referral,TV,6.0,0,,0,0
SUB_003911,ACC_003674,36.0,Undisclosed,Western Europe,UK,2026-03-06,Basic-Ads,Paid Social,Mobile,,0,,0,1
SUB_003912,ACC_003675,68.0,Male,North America,US,2026-03-06,Basic-Ads,Paid Search,Mobile,6.0,0,,0,0
SUB_003913,ACC_003676,48.0,Female,North America,US,2023-04-19,Standard,Bundle,Tablet,3.0,0,,0,0
SUB_003914,ACC_003677,32.0,Male,North America,CA,2026-01-02,Standard,Organic,Web,2.0,0,,1,0
SUB_003915,ACC_003678,50.0,Female,North America,US,2025-03-23,Standard,Referral,TV,4.0,1,2025-06-19,1,0
SUB_003916,ACC_003679,30.0,Male,North America,US,2023-09-06,Standard,Free Trial,Mobile,,0,,0,0
SUB_003917,ACC_003680,30.0,Male,North America,US,2022-04-10,Basic-Ads,Paid Search,TV,,0,,0,0
SUB_003918,ACC_003681,37.0,Female,Western Europe,DE,2024-10-27,Basic-Ads,Referral,Mobile,,0,,0,0
SUB_003919,ACC_003682,22.0,Male,North America,US,2025-06-13,Basic-Ads,Paid Search,Tablet,2.0,1,2025-07-14,1,0
SUB_003920,ACC_003683,34.0,Male,North America,US,2026-02-19,Basic-Ads,Paid Social,Web,3.0,0,,0,0
SUB_003921,ACC_003684,45.0,Female,North America,CA,2023-10-06,Premium,Paid Social,Mobile,1.0,0,,0,0
SUB_003922,ACC_003684,41.0,Male,Western Europe,ES,2024-05-03,Standard,Organic,Mobile,1.0,1,2025-12-01,0,0
SUB_003923,ACC_003685,40.0,Undisclosed,North America,US,2023-03-31,Basic-Ads,Organic,TV,1.0,0,,1,0
SUB_003924,ACC_003686,27.0,Male,North America,US,2023-10-09,Basic-Ads,Free Trial,TV,4.0,0,,0,0
SUB_003925,ACC_003687,60.0,Female,North America,US,2026-03-25,Basic-Ads,Free Trial,Web,2.0,0,,0,0
SUB_003926,ACC_003688,28.0,Female,North America,US,2024-03-20,Premium,Free Trial,Mobile,2.0,1,2025-10-29,0,0
SUB_003927,ACC_003689,48.0,Male,North America,US,2025-12-06,Basic-Ads,Organic,TV,4.0,1,2026-02-11,0,0
SUB_003928,ACC_003690,31.0,Female,North America,US,2024-11-13,Premium,Free Trial,TV,4.0,1,2025-05-16,1,1
SUB_003929,ACC_003691,47.0,Female,North America,US,2026-01-13,Basic-Ads,Paid Social,TV,2.0,1,2026-03-26,0,0
SUB_003930,ACC_003692,55.0,Male,North America,US,2023-04-02,Standard,Organic,TV,1.0,0,,1,0
SUB_003931,ACC_003693,58.0,Female,North America,US,2024-11-26,Basic-Ads,Paid Search,Web,1.0,0,,0,0
SUB_003932,ACC_003693,47.0,Female,North America,US,2025-11-23,Premium,Bundle,TV,,0,,1,0
SUB_003933,ACC_003694,46.0,Female,North America,CA,2023-02-16,Premium,Free Trial,TV,3.0,0,,0,0
SUB_003934,ACC_003695,34.0,Female,Western Europe,UK,2026-02-19,Basic-Ads,Paid Search,TV,3.0,0,,0,0
SUB_003935,ACC_003696,50.0,Female,Western Europe,NL,2026-01-28,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_003936,ACC_003697,45.0,Female,Western Europe,DE,2026-03-23,Basic-Ads,Paid Social,Mobile,2.0,0,,1,0
SUB_003937,ACC_003698,37.0,Female,Western Europe,DE,2022-04-27,Standard,Organic,Mobile,2.0,0,,1,0
SUB_003938,ACC_003699,35.0,Female,Western Europe,UK,2023-11-21,Standard,Paid Search,Mobile,2.0,0,,0,0
SUB_003939,ACC_003700,21.0,Female,North America,US,2025-04-24,Standard,Paid Search,TV,1.0,0,,0,0
SUB_003940,ACC_003701,35.0,Male,Western Europe,DE,2026-01-29,Premium,Organic,Tablet,4.0,0,,0,0
SUB_003941,ACC_003702,21.0,Male,North America,CA,2024-04-02,Basic-Ads,Organic,Mobile,3.0,1,2026-02-06,1,0
SUB_003942,ACC_003703,58.0,Male,Western Europe,FR,2025-09-01,Basic-Ads,Paid Social,Tablet,3.0,1,2025-11-20,1,0
SUB_003943,ACC_003704,35.0,Male,North America,US,2024-01-21,Standard,Referral,Mobile,6.0,0,,0,0
SUB_003944,ACC_003705,27.0,Male,North America,US,2024-08-14,Basic-Ads,Free Trial,TV,,0,,0,0
SUB_003945,ACC_003706,35.0,Male,North America,US,2023-01-12,Basic-Ads,Paid Search,Mobile,,0,,0,0
SUB_003946,ACC_003707,39.0,Male,North America,CA,2025-09-01,Standard,Paid Social,TV,,1,2025-12-01,1,0
SUB_003947,ACC_003708,56.0,Female,Western Europe,ES,2026-03-05,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_003948,ACC_003709,36.0,Female,North America,US,2026-01-20,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_003949,ACC_003710,45.0,Female,North America,US,2024-09-11,Basic-Ads,Free Trial,Mobile,2.0,0,,0,0
SUB_003950,ACC_003711,53.0,Female,North America,US,2023-12-19,Basic-Ads,Organic,TV,2.0,0,,0,0
SUB_003951,ACC_003712,42.0,Undisclosed,North America,US,2023-11-18,Standard,Referral,TV,2.0,0,,0,0
SUB_003952,ACC_003713,,Female,North America,US,2026-01-01,Standard,Referral,TV,6.0,0,,0,0
SUB_003953,ACC_003714,40.0,Male,North America,CA,2026-02-11,Basic-Ads,Referral,Mobile,1.0,0,,1,0
SUB_003954,ACC_003714,37.0,Male,Western Europe,DE,2022-10-26,Basic-Ads,Organic,Web,2.0,0,,0,0
SUB_003955,ACC_003715,38.0,Undisclosed,North America,US,2022-12-05,Basic-Ads,Paid Social,Mobile,1.0,0,,0,0
SUB_003956,ACC_003716,35.0,Male,North America,CA,2024-09-29,Basic-Ads,Paid Social,,,0,,0,0
SUB_003957,ACC_003717,24.0,Male,North America,US,2022-09-20,Premium,Paid Social,TV,1.0,0,,1,0
SUB_003958,ACC_003718,64.0,Male,North America,US,2025-03-21,Premium,Paid Search,Mobile,1.0,1,2025-10-08,0,1
SUB_003959,ACC_003719,53.0,Male,North America,US,2023-05-21,Basic-Ads,Bundle,Web,1.0,1,2026-01-06,0,0
SUB_003960,ACC_003720,45.0,Male,North America,US,2025-10-20,Basic-Ads,Free Trial,Web,1.0,0,,0,0
SUB_003961,ACC_003721,27.0,,North America,CA,2024-06-09,Premium,Bundle,Mobile,1.0,0,,0,0
SUB_003962,ACC_003722,42.0,Female,North America,US,2026-01-28,Basic-Ads,Free Trial,Mobile,2.0,0,,0,0
SUB_003963,ACC_003723,26.0,Female,North America,US,2025-11-24,Standard,Organic,Web,1.0,1,2026-01-04,0,1
SUB_003964,ACC_003724,48.0,Female,Western Europe,FR,2026-03-30,Premium,Referral,TV,,0,,0,0
SUB_003965,ACC_003725,28.0,Male,Western Europe,DE,2022-07-06,Standard,Free Trial,Web,4.0,0,,0,0
SUB_003966,ACC_003726,31.0,Male,North America,US,2024-12-01,Basic-Ads,Free Trial,TV,6.0,0,,0,0
SUB_003967,ACC_003727,35.0,Undisclosed,North America,US,2025-09-20,Basic-Ads,Organic,TV,,0,,0,0
SUB_003968,ACC_003728,67.0,Male,North America,US,2024-11-04,Standard,Organic,Mobile,5.0,0,,1,0
SUB_003969,ACC_003729,29.0,Female,Western Europe,FR,2024-08-12,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_003970,ACC_003730,45.0,Female,Western Europe,DE,2026-03-09,Standard,Free Trial,TV,1.0,0,,0,0
