change_id,subscriber_id,change_date,from_plan,to_plan,change_type,reason_code
CHG_001914,SUB_005386,2026-02-26,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001915,SUB_005390,2025-06-17,Standard,(cancelled),Cancellation,Content
CHG_001916,SUB_005398,2025-05-09,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001917,SUB_005399,2025-10-12,Standard,(cancelled),Cancellation,Cost
CHG_001918,SUB_005411,2025-12-10,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001919,SUB_005416,2026-02-28,Basic-Ads,(cancelled),Cancellation,Content
CHG_001920,SUB_005423,2025-10-15,Standard,(cancelled),Cancellation,NoReason
CHG_001921,SUB_005424,2026-03-08,Standard,(cancelled),Cancellation,Cost
CHG_001922,SUB_005426,2025-12-26,Standard,(cancelled),Cancellation,Other
CHG_001923,SUB_005430,2025-07-12,Basic-Ads,(cancelled),Cancellation,Service
CHG_001924,SUB_005431,2025-10-16,Premium,(cancelled),Cancellation,Service
CHG_001925,SUB_005432,2025-11-19,Standard,(cancelled),Cancellation,Other
CHG_001926,SUB_005435,2026-01-22,Premium,(cancelled),Cancellation,Content
CHG_001927,SUB_005436,2025-07-04,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001928,SUB_005443,2026-02-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001929,SUB_005449,2025-08-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001930,SUB_005452,2025-10-31,Premium,(cancelled),Cancellation,Cost
CHG_001931,SUB_005455,2025-11-25,Premium,(cancelled),Cancellation,Technical
CHG_001932,SUB_005457,2025-08-13,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001933,SUB_005459,2025-08-28,Standard,(cancelled),Cancellation,Cost
CHG_001934,SUB_005461,2026-02-07,Premium,(cancelled),Cancellation,Cost
CHG_001935,SUB_005462,2026-03-16,Standard,(cancelled),Cancellation,Cost
CHG_001936,SUB_005463,2026-03-29,Standard,(cancelled),Cancellation,Cost
CHG_001937,SUB_005464,2025-07-23,Premium,(cancelled),Cancellation,Service
CHG_001938,SUB_005465,2025-05-04,Premium,(cancelled),Cancellation,Cost
CHG_001939,SUB_005467,2025-07-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001940,SUB_005470,2025-04-07,Standard,(cancelled),Cancellation,Cost
CHG_001941,SUB_005472,2026-02-23,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001942,SUB_005473,2025-08-16,Basic-Ads,(cancelled),Cancellation,Other
CHG_001943,SUB_005475,2026-03-09,Standard,(cancelled),Cancellation,Service
CHG_001944,SUB_005482,2026-01-03,Premium,(cancelled),Cancellation,Cost
CHG_001945,SUB_005484,2026-02-25,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_001946,SUB_005487,2025-11-15,Standard,(cancelled),Cancellation,Cost
CHG_001947,SUB_005489,2025-10-05,Standard,(cancelled),Cancellation,Technical
CHG_001948,SUB_005492,2025-06-17,Basic-Ads,(cancelled),Cancellation,Content
CHG_001949,SUB_005497,2025-12-27,Premium,(cancelled),Cancellation,Content
CHG_001950,SUB_005498,2025-12-18,Standard,(cancelled),Cancellation,Cost
CHG_001951,SUB_005500,2026-03-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001952,SUB_005502,2025-12-30,Basic-Ads,(cancelled),Cancellation,Content
CHG_001953,SUB_005504,2026-02-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001954,SUB_005505,2025-06-09,Standard,(cancelled),Cancellation,NoReason
CHG_001955,SUB_005506,2026-03-10,Standard,(cancelled),Cancellation,Cost
CHG_001956,SUB_005507,2026-01-31,Basic-Ads,(cancelled),Cancellation,Content
CHG_001957,SUB_005509,2026-01-19,Premium,(cancelled),Cancellation,Service
CHG_001958,SUB_005514,2026-03-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001959,SUB_005515,2025-08-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001960,SUB_005516,2026-03-30,Standard,(cancelled),Cancellation,Cost
CHG_001961,SUB_005517,2025-07-02,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001962,SUB_005520,2026-02-19,Premium,(cancelled),Cancellation,Technical
CHG_001963,SUB_005521,2025-12-31,Standard,(cancelled),Cancellation,Technical
CHG_001964,SUB_005524,2025-12-17,Standard,(cancelled),Cancellation,Technical
CHG_001965,SUB_005529,2026-01-22,Standard,(cancelled),Cancellation,Technical
CHG_001966,SUB_005531,2026-02-07,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001967,SUB_005535,2025-09-25,Basic-Ads,(cancelled),Cancellation,Other
CHG_001968,SUB_005536,2025-05-04,Premium,(cancelled),Cancellation,Cost
CHG_001969,SUB_005538,2025-10-17,Premium,(cancelled),Cancellation,Other
CHG_001970,SUB_005541,2026-02-17,Basic-Ads,(cancelled),Cancellation,Service
CHG_001971,SUB_005549,2026-02-07,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001972,SUB_005551,2025-11-25,Standard,(cancelled),Cancellation,Cost
CHG_001973,SUB_005552,2026-03-21,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001974,SUB_005553,2025-07-08,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001975,SUB_005555,2025-10-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001976,SUB_005556,2025-11-21,Basic-Ads,(cancelled),Cancellation,Content
CHG_001977,SUB_005557,2026-03-03,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001978,SUB_005559,2026-03-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001979,SUB_005563,2025-09-10,Basic-Ads,(cancelled),Cancellation,Service
CHG_001980,SUB_005564,2025-05-29,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001981,SUB_005566,2026-01-25,Premium,(cancelled),Cancellation,Other
CHG_001982,SUB_005572,2025-10-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_001983,SUB_005575,2026-02-05,Standard,(cancelled),Cancellation,Other
CHG_001984,SUB_005577,2026-01-31,Premium,(cancelled),Cancellation,Cost
CHG_001985,SUB_005578,2026-02-16,Standard,(cancelled),Cancellation,Service
CHG_001986,SUB_005579,2025-12-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001987,SUB_005580,2026-03-15,Basic-Ads,(cancelled),Cancellation,Other
CHG_001988,SUB_005582,2025-11-30,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001989,SUB_005584,2025-11-13,Standard,(cancelled),Cancellation,NoReason
CHG_001990,SUB_005587,2025-09-05,Standard,(cancelled),Cancellation,Content
CHG_001991,SUB_005588,2025-10-02,Standard,(cancelled),Cancellation,Cost
CHG_001992,SUB_005589,2026-03-28,Basic-Ads,(cancelled),Cancellation,Other
CHG_001993,SUB_005590,2025-08-02,Basic-Ads,(cancelled),Cancellation,Content
CHG_001994,SUB_005592,2026-03-23,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001995,SUB_005596,2025-06-24,Premium,(cancelled),Cancellation,Content
CHG_001996,SUB_005598,2025-12-06,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001997,SUB_005600,2026-03-06,Standard,(cancelled),Cancellation,NoReason
CHG_001998,SUB_005601,2025-10-31,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001999,SUB_005604,2025-08-16,Standard,(cancelled),Cancellation,Technical
CHG_002000,SUB_005605,2026-01-31,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002001,SUB_005610,2026-01-14,Premium,(cancelled),Cancellation,Cost
CHG_002002,SUB_005615,2026-01-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002003,SUB_005616,2026-01-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002004,SUB_005623,2026-02-08,Standard,(cancelled),Cancellation,Cost
CHG_002005,SUB_005624,2025-09-19,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002006,SUB_005627,2025-05-27,Standard,(cancelled),Cancellation,Content
CHG_002007,SUB_005629,2025-12-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002008,SUB_005630,2025-06-12,Standard,(cancelled),Cancellation,Cost
CHG_002009,SUB_005631,2025-10-19,Standard,(cancelled),Cancellation,Service
CHG_002010,SUB_005634,2025-11-17,Basic-Ads,(cancelled),Cancellation,Content
CHG_002011,SUB_005636,2026-02-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002012,SUB_005639,2026-03-09,Standard,(cancelled),Cancellation,Cost
CHG_002013,SUB_005641,2025-06-15,Standard,(cancelled),Cancellation,Content
CHG_002014,SUB_005644,2025-08-25,Premium,(cancelled),Cancellation,Other
CHG_002015,SUB_005646,2026-03-26,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002016,SUB_005649,2025-09-22,Standard,(cancelled),Cancellation,Other
CHG_002017,SUB_005653,2026-02-07,Standard,(cancelled),Cancellation,Cost
CHG_002018,SUB_005655,2025-06-05,Standard,(cancelled),Cancellation,Service
CHG_002019,SUB_005657,2025-07-16,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002020,SUB_005659,2025-05-26,Premium,(cancelled),Cancellation,Cost
CHG_002021,SUB_005663,2025-04-22,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_002022,SUB_005670,2025-07-19,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002023,SUB_005677,2026-02-20,Basic-Ads,(cancelled),Cancellation,Other
CHG_002024,SUB_005679,2026-03-11,Standard,(cancelled),Cancellation,Content
CHG_002025,SUB_005681,2026-02-09,Standard,(cancelled),Cancellation,Other
CHG_002026,SUB_005688,2026-03-19,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002027,SUB_005691,2025-12-24,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002028,SUB_005693,2026-01-01,Standard,(cancelled),Cancellation,Cost
CHG_002029,SUB_005695,2026-01-25,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002030,SUB_005698,2026-03-18,Premium,(cancelled),Cancellation,Content
CHG_002031,SUB_005700,2026-02-03,Premium,(cancelled),Cancellation,Service
CHG_002032,SUB_005701,2026-03-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002033,SUB_005706,2025-07-18,Standard,(cancelled),Cancellation,Cost
CHG_002034,SUB_005709,2025-07-12,Standard,(cancelled),Cancellation,Cost
CHG_002035,SUB_005712,2026-03-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002036,SUB_005716,2025-07-07,Standard,(cancelled),Cancellation,Technical
CHG_002037,SUB_005717,2025-06-03,Standard,(cancelled),Cancellation,Cost
CHG_002038,SUB_005721,2025-06-12,Basic-Ads,(cancelled),Cancellation,Content
CHG_002039,SUB_005725,2025-10-08,Standard,(cancelled),Cancellation,Cost
CHG_002040,SUB_005727,2025-11-19,Premium,(cancelled),Cancellation,NoReason
CHG_002041,SUB_005729,2025-08-08,Standard,(cancelled),Cancellation,Technical
CHG_002042,SUB_005731,2026-01-18,Basic-Ads,(cancelled),Cancellation,Other
CHG_002043,SUB_005734,2026-01-28,Standard,(cancelled),Cancellation,Other
CHG_002044,SUB_005738,2025-11-19,Premium,(cancelled),Cancellation,Cost
CHG_002045,SUB_005739,2025-12-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002046,SUB_005743,2026-02-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002047,SUB_005745,2025-07-30,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002048,SUB_005748,2025-06-09,Standard,(cancelled),Cancellation,Content
CHG_002049,SUB_005753,2025-09-21,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002050,SUB_005760,2025-04-16,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002051,SUB_005763,2025-09-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002052,SUB_005765,2025-05-26,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002053,SUB_005767,2025-12-07,Standard,(cancelled),Cancellation,Other
CHG_002054,SUB_005771,2025-05-20,Basic-Ads,(cancelled),Cancellation,Content
CHG_002055,SUB_005772,2025-08-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002056,SUB_005780,2025-12-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002057,SUB_005784,2025-08-12,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_002058,SUB_005785,2025-06-10,Premium,(cancelled),Cancellation,Content
CHG_002059,SUB_005786,2026-02-10,Standard,(cancelled),Cancellation,Content
CHG_002060,SUB_005790,2026-01-28,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_002061,SUB_005792,2026-02-21,Basic-Ads,(cancelled),Cancellation,Content
CHG_002062,SUB_005794,2025-11-14,Basic-Ads,(cancelled),Cancellation,Service
CHG_002063,SUB_005795,2026-01-30,Standard,(cancelled),Cancellation,Content
CHG_002064,SUB_005802,2025-07-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_002065,SUB_005803,2025-12-22,Basic-Ads,(cancelled),Cancellation,Content
CHG_002066,SUB_005804,2025-10-01,Basic-Ads,(cancelled),Cancellation,Other
CHG_002067,SUB_005806,2025-10-18,Standard,(cancelled),Cancellation,Cost
CHG_002068,SUB_005811,2025-11-13,Standard,(cancelled),Cancellation,Service
CHG_002069,SUB_005814,2026-03-09,Standard,(cancelled),Cancellation,Content
CHG_002070,SUB_005816,2025-12-23,Standard,(cancelled),Cancellation,Cost
CHG_002071,SUB_005819,2026-02-18,Standard,(cancelled),Cancellation,Cost
CHG_002072,SUB_005820,2025-12-29,Premium,(cancelled),Cancellation,Cost
CHG_002073,SUB_005822,2025-07-22,Premium,(cancelled),Cancellation,Cost
CHG_002074,SUB_005827,2025-12-08,Standard,(cancelled),Cancellation,Service
CHG_002075,SUB_005830,2025-12-13,Basic-Ads,(cancelled),Cancellation,Content
CHG_002076,SUB_005833,2025-12-13,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002077,SUB_005835,2025-11-07,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002078,SUB_005840,2025-07-27,Premium,(cancelled),Cancellation,Service
CHG_002079,SUB_005841,2026-02-01,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002080,SUB_005846,2026-02-18,Basic-Ads,(cancelled),Cancellation,Service
CHG_002081,SUB_005848,2026-01-13,Basic-Ads,(cancelled),Cancellation,Content
CHG_002082,SUB_005850,2025-11-13,Standard,(cancelled),Cancellation,Content
CHG_002083,SUB_005855,2025-06-24,Basic-Ads,(cancelled),Cancellation,Other
CHG_002084,SUB_005856,2025-12-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002085,SUB_005857,2026-02-23,Basic-Ads,(cancelled),Cancellation,Other
CHG_002086,SUB_005858,2025-10-06,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002087,SUB_005865,2026-03-29,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002088,SUB_005873,2025-09-03,Standard,(cancelled),Cancellation,Cost
CHG_002089,SUB_005876,2026-03-18,Premium,(cancelled),Cancellation,Content
CHG_002090,SUB_005881,2025-08-03,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002091,SUB_005888,2026-03-25,Standard,(cancelled),Cancellation,Cost
CHG_002092,SUB_005890,2025-11-02,Premium,(cancelled),Cancellation,Cost
CHG_002093,SUB_005893,2025-08-04,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002094,SUB_005894,2026-02-18,Basic-Ads,(cancelled),Cancellation,Other
CHG_002095,SUB_005901,2026-03-07,Standard,(cancelled),Cancellation,NoReason
CHG_002096,SUB_005908,2025-12-28,Standard,(cancelled),Cancellation,Cost
CHG_002097,SUB_005909,2026-02-20,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002098,SUB_005910,2026-02-14,Standard,(cancelled),Cancellation,Service
CHG_002099,SUB_005912,2025-10-29,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002100,SUB_005914,2026-03-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_002101,SUB_005915,2025-05-03,Basic-Ads,(cancelled),Cancellation,Content
CHG_002102,SUB_005916,2026-03-19,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002103,SUB_005917,2025-12-18,Basic-Ads,(cancelled),Cancellation,Other
CHG_002104,SUB_005918,2025-05-07,Standard,(cancelled),Cancellation,Service
CHG_002105,SUB_005921,2025-12-29,Premium,(cancelled),Cancellation,Content
CHG_002106,SUB_005926,2025-10-13,Premium,(cancelled),Cancellation,Content
CHG_002107,SUB_005929,2025-04-28,Standard,(cancelled),Cancellation,Cost
CHG_002108,SUB_005935,2025-04-17,Premium,(cancelled),Cancellation,Cost
CHG_002109,SUB_005938,2025-06-17,Standard,(cancelled),Cancellation,Content
CHG_002110,SUB_005941,2026-01-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002111,SUB_005944,2026-03-07,Standard,(cancelled),Cancellation,Cost
CHG_002112,SUB_005945,2026-02-26,Standard,(cancelled),Cancellation,Cost
CHG_002113,SUB_005948,2025-09-16,Standard,(cancelled),Cancellation,Other
CHG_002114,SUB_005950,2026-03-16,Premium,(cancelled),Cancellation,NoReason
CHG_002115,SUB_005954,2025-07-03,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002116,SUB_005955,2025-07-27,Basic-Ads,(cancelled),Cancellation,Other
CHG_002117,SUB_005957,2026-01-18,Standard,(cancelled),Cancellation,NoReason
CHG_002118,SUB_005958,2026-02-14,Basic-Ads,(cancelled),Cancellation,Content
CHG_002119,SUB_005960,2025-06-28,Standard,(cancelled),Cancellation,Service
CHG_002120,SUB_005963,2026-03-12,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_002121,SUB_005965,2025-06-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002122,SUB_005969,2025-06-01,Basic-Ads,(cancelled),Cancellation,Service
CHG_002123,SUB_005970,2025-12-14,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002124,SUB_005974,2025-04-26,Standard,(cancelled),Cancellation,Content
CHG_002125,SUB_005975,2026-02-07,Standard,(cancelled),Cancellation,Content
CHG_002126,SUB_005979,2025-06-18,Premium,(cancelled),Cancellation,Cost
CHG_002127,SUB_005981,2025-07-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002128,SUB_005984,2026-02-20,Standard,(cancelled),Cancellation,Cost
CHG_002129,SUB_005986,2025-10-01,Premium,(cancelled),Cancellation,Service
CHG_002130,SUB_005995,2025-07-01,Standard,(cancelled),Cancellation,Cost
CHG_002131,SUB_006000,2025-07-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002132,SUB_006003,2026-03-16,Premium,(cancelled),Cancellation,Other
CHG_002133,SUB_006004,2026-02-26,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002134,SUB_006007,2025-04-02,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002135,SUB_006010,2026-01-18,Basic-Ads,(cancelled),Cancellation,Content
CHG_002136,SUB_006012,2025-10-22,Standard,(cancelled),Cancellation,Cost
CHG_002137,SUB_006016,2025-12-10,Standard,(cancelled),Cancellation,Cost
CHG_002138,SUB_006019,2025-09-05,Standard,(cancelled),Cancellation,Cost
CHG_002139,SUB_006025,2026-03-31,Standard,(cancelled),Cancellation,NoReason
CHG_002140,SUB_006027,2025-10-11,Basic-Ads,(cancelled),Cancellation,Content
CHG_002141,SUB_006028,2025-07-07,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002142,SUB_006030,2025-08-23,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_002143,SUB_006040,2025-11-13,Standard,(cancelled),Cancellation,Cost
CHG_002144,SUB_006044,2025-11-22,Standard,(cancelled),Cancellation,Cost
CHG_002145,SUB_006048,2025-08-16,Basic-Ads,(cancelled),Cancellation,Other
CHG_002146,SUB_006051,2026-03-07,Basic-Ads,(cancelled),Cancellation,Content
CHG_002147,SUB_006054,2025-12-21,Standard,(cancelled),Cancellation,Content
CHG_002148,SUB_006058,2026-01-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002149,SUB_006059,2025-12-12,Standard,(cancelled),Cancellation,Content
CHG_002150,SUB_006061,2026-03-04,Basic-Ads,(cancelled),Cancellation,Service
CHG_002151,SUB_006063,2026-01-19,Standard,(cancelled),Cancellation,Cost
CHG_002152,SUB_006068,2025-09-03,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_002153,SUB_006073,2026-03-14,Standard,(cancelled),Cancellation,Cost
CHG_002154,SUB_006082,2025-11-08,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002155,SUB_006083,2026-02-20,Standard,(cancelled),Cancellation,Technical
CHG_002156,SUB_006084,2025-10-05,Basic-Ads,(cancelled),Cancellation,Content
CHG_002157,SUB_006085,2025-10-08,Standard,(cancelled),Cancellation,Cost
CHG_002158,SUB_006086,2026-03-02,Premium,(cancelled),Cancellation,Cost
CHG_002159,SUB_006087,2025-04-05,Premium,(cancelled),Cancellation,Cost
CHG_002160,SUB_006089,2025-07-07,Standard,(cancelled),Cancellation,Cost
CHG_002161,SUB_006091,2026-02-18,Standard,(cancelled),Cancellation,Cost
CHG_002162,SUB_006093,2026-03-13,Premium,(cancelled),Cancellation,Cost
CHG_002163,SUB_006094,2025-11-11,Basic-Ads,(cancelled),Cancellation,Other
CHG_002164,SUB_006095,2026-03-09,Standard,(cancelled),Cancellation,NoReason
CHG_002165,SUB_006099,2026-01-24,Basic-Ads,(cancelled),Cancellation,Content
CHG_002166,SUB_006109,2025-04-08,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002167,SUB_006112,2026-01-21,Basic-Ads,(cancelled),Cancellation,Content
CHG_002168,SUB_006113,2025-06-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002169,SUB_006115,2026-01-25,Basic-Ads,(cancelled),Cancellation,Service
CHG_002170,SUB_006120,2025-12-21,Basic-Ads,(cancelled),Cancellation,Service
CHG_002171,SUB_006123,2026-01-23,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002172,SUB_006129,2026-01-17,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002173,SUB_006131,2026-03-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002174,SUB_006133,2026-03-24,Standard,(cancelled),Cancellation,Cost
CHG_002175,SUB_006134,2025-10-07,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002176,SUB_006137,2025-10-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002177,SUB_006138,2025-06-02,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002178,SUB_006142,2025-12-20,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002179,SUB_006146,2026-02-05,Basic-Ads,(cancelled),Cancellation,Content
CHG_002180,SUB_006147,2025-05-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002181,SUB_006149,2026-02-12,Basic-Ads,(cancelled),Cancellation,Service
CHG_002182,SUB_006151,2025-10-15,Premium,(cancelled),Cancellation,Technical
CHG_002183,SUB_006152,2025-12-20,Standard,(cancelled),Cancellation,Cost
CHG_002184,SUB_006160,2026-02-05,Basic-Ads,(cancelled),Cancellation,Content
CHG_002185,SUB_006163,2025-05-03,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002186,SUB_006171,2025-10-04,Basic-Ads,(cancelled),Cancellation,Content
CHG_002187,SUB_006172,2026-03-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_002188,SUB_006174,2026-03-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_002189,SUB_006177,2025-11-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002190,SUB_006178,2025-07-20,Premium,(cancelled),Cancellation,Cost
CHG_002191,SUB_006179,2026-02-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002192,SUB_006183,2025-07-02,Standard,(cancelled),Cancellation,NoReason
CHG_002193,SUB_006187,2026-03-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002194,SUB_006188,2025-08-09,Basic-Ads,(cancelled),Cancellation,Service
CHG_002195,SUB_006190,2025-07-02,Premium,(cancelled),Cancellation,Cost
CHG_002196,SUB_006192,2026-01-05,Premium,(cancelled),Cancellation,Cost
CHG_002197,SUB_006193,2026-01-15,Standard,(cancelled),Cancellation,Cost
CHG_002198,SUB_006195,2025-10-22,Standard,(cancelled),Cancellation,Service
CHG_002199,SUB_006196,2025-08-11,Premium,(cancelled),Cancellation,Cost
CHG_002200,SUB_006197,2025-06-15,Premium,(cancelled),Cancellation,Cost
CHG_002201,SUB_006198,2025-10-02,Standard,(cancelled),Cancellation,NoReason
CHG_002202,SUB_006199,2025-05-19,Basic-Ads,(cancelled),Cancellation,Content
CHG_002203,SUB_006203,2025-11-29,Standard,(cancelled),Cancellation,Content
CHG_002204,SUB_006204,2025-09-12,Basic-Ads,(cancelled),Cancellation,Content
CHG_002205,SUB_006215,2026-03-12,Basic-Ads,(cancelled),Cancellation,Other
CHG_002206,SUB_006218,2025-07-20,Standard,(cancelled),Cancellation,Cost
CHG_002207,SUB_006219,2025-06-28,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002208,SUB_006220,2025-11-29,Standard,(cancelled),Cancellation,Other
CHG_002209,SUB_006221,2026-03-11,Basic-Ads,(cancelled),Cancellation,Other
CHG_002210,SUB_006231,2025-06-19,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002211,SUB_006232,2026-03-20,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002212,SUB_006233,2026-01-09,Basic-Ads,(cancelled),Cancellation,Service
CHG_002213,SUB_006236,2025-10-11,Basic-Ads,(cancelled),Cancellation,Content
CHG_002214,SUB_006237,2026-02-03,Basic-Ads,(cancelled),Cancellation,Content
CHG_002215,SUB_006238,2025-04-09,Basic-Ads,(cancelled),Cancellation,Service
CHG_002216,SUB_006239,2025-06-07,Premium,(cancelled),Cancellation,Cost
CHG_002217,SUB_006240,2025-08-15,Standard,(cancelled),Cancellation,Cost
CHG_002218,SUB_006242,2026-03-09,Basic-Ads,(cancelled),Cancellation,Technical
CHG_002219,SUB_006244,2026-02-05,Premium,(cancelled),Cancellation,Content
CHG_002220,SUB_006245,2026-02-12,Basic-Ads,(cancelled),Cancellation,Service
CHG_002221,SUB_006250,2025-10-29,Basic-Ads,(cancelled),Cancellation,Content
CHG_002222,SUB_006251,2025-12-17,Standard,(cancelled),Cancellation,Content
CHG_002223,SUB_006252,2025-10-11,Standard,(cancelled),Cancellation,Other
CHG_002224,SUB_006254,2025-08-22,Standard,(cancelled),Cancellation,Other
CHG_002225,SUB_006257,2025-06-10,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002226,SUB_006260,2026-03-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002227,SUB_006261,2025-08-12,Standard,(cancelled),Cancellation,Cost
CHG_002228,SUB_006262,2025-12-16,Standard,(cancelled),Cancellation,Technical
CHG_002229,SUB_006265,2025-11-20,Basic-Ads,(cancelled),Cancellation,Other
CHG_002230,SUB_006272,2025-12-14,Standard,(cancelled),Cancellation,Content
CHG_002231,SUB_006273,2025-08-08,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002232,SUB_006275,2025-10-05,Basic-Ads,(cancelled),Cancellation,Other
CHG_002233,SUB_006276,2026-03-29,Basic-Ads,(cancelled),Cancellation,Content
CHG_002234,SUB_006277,2025-09-19,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002235,SUB_006285,2025-06-03,Basic-Ads,(cancelled),Cancellation,Content
CHG_002236,SUB_006286,2025-04-23,Premium,(cancelled),Cancellation,Cost
CHG_002237,SUB_006287,2025-11-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_002238,SUB_006289,2026-03-21,Basic-Ads,(cancelled),Cancellation,Other
CHG_002239,SUB_006293,2025-12-05,Basic-Ads,(cancelled),Cancellation,Service
