ticket_id,subscriber_id,ticket_date,issue_category,resolution_status,resolution_time_hours,csat_score,contact_channel
TKT_001598,SUB_005193,2026-03-04,Billing,Unresolved,61.3,1.0,Phone
TKT_001599,SUB_005193,2025-06-17,Account Access,Resolved,5.6,4.0,Chat
TKT_001600,SUB_005193,2026-03-19,Streaming Quality,Pending,36.1,1.0,Chat
TKT_001601,SUB_005196,2026-01-16,Streaming Quality,Unresolved,3.7,1.0,Phone
TKT_001602,SUB_005199,2026-01-22,Account Access,Resolved,57.7,3.0,In-App
TKT_001603,SUB_005199,2025-08-17,Billing,Resolved,14.6,4.0,Chat
TKT_001604,SUB_005203,2026-01-10,Billing,Customer-Closed,2.7,2.0,In-App
TKT_001605,SUB_005204,2025-09-09,Streaming Quality,Resolved,38.9,,Chat
TKT_001606,SUB_005205,2026-03-06,Account Access,Resolved,15.0,5.0,Email
TKT_001607,SUB_005205,2026-02-16,Billing,Resolved,15.0,5.0,Email
TKT_001608,SUB_005206,2026-02-11,Content Request,Resolved,28.6,5.0,Chat
TKT_001609,SUB_005206,2026-02-25,Account Access,Unresolved,15.9,1.0,Chat
TKT_001610,SUB_005207,2025-07-09,Streaming Quality,Resolved,24.1,3.0,Chat
TKT_001611,SUB_005207,2026-02-15,Cancellation Help,Customer-Closed,4.8,3.0,In-App
TKT_001612,SUB_005208,2026-02-04,Streaming Quality,Customer-Closed,16.7,,Chat
TKT_001613,SUB_005215,2025-10-08,Billing,Pending,3.0,1.0,In-App
TKT_001614,SUB_005219,2025-06-08,Streaming Quality,Unresolved,2.0,,In-App
TKT_001615,SUB_005220,2025-06-08,Content Request,Resolved,3.7,5.0,Phone
TKT_001616,SUB_005221,2025-09-15,Streaming Quality,Resolved,5.1,4.0,In-App
TKT_001617,SUB_005221,2025-05-28,Account Access,Pending,9.0,,Chat
TKT_001618,SUB_005227,2025-12-02,Billing,Customer-Closed,47.8,,In-App
TKT_001619,SUB_005236,2025-11-12,Streaming Quality,Resolved,3.1,,In-App
TKT_001620,SUB_005236,2025-06-30,Account Access,Resolved,7.2,4.0,Chat
TKT_001621,SUB_005237,2025-07-29,Cancellation Help,Pending,57.6,2.0,Chat
TKT_001622,SUB_005246,2025-12-25,Billing,Unresolved,3.8,1.0,Chat
TKT_001623,SUB_005246,2025-08-04,Billing,Customer-Closed,6.4,,Email
TKT_001624,SUB_005254,2026-02-13,Account Access,Resolved,19.5,5.0,Email
TKT_001625,SUB_005254,2026-02-02,Cancellation Help,Resolved,33.2,5.0,Email
TKT_001626,SUB_005258,2025-06-21,Streaming Quality,Customer-Closed,62.8,,In-App
TKT_001627,SUB_005260,2025-10-22,Streaming Quality,Pending,35.9,1.0,Phone
TKT_001628,SUB_005267,2026-01-04,Streaming Quality,Unresolved,11.5,,Phone
TKT_001629,SUB_005267,2026-01-02,Streaming Quality,Resolved,111.7,5.0,In-App
TKT_001630,SUB_005268,2025-05-13,Account Access,Resolved,6.6,4.0,In-App
TKT_001631,SUB_005272,2025-06-27,Account Access,Resolved,3.9,,In-App
TKT_001632,SUB_005277,2026-02-28,Cancellation Help,Resolved,109.1,5.0,In-App
TKT_001633,SUB_005290,2025-07-27,Account Access,Unresolved,22.1,2.0,In-App
TKT_001634,SUB_005301,2026-03-25,Billing,Resolved,1.8,3.0,Phone
TKT_001635,SUB_005304,2025-05-09,Billing,Unresolved,18.5,3.0,Chat
TKT_001636,SUB_005307,2025-11-28,Billing,Unresolved,10.9,,In-App
TKT_001637,SUB_005307,2025-11-07,Account Access,Resolved,1.6,5.0,Phone
TKT_001638,SUB_005308,2026-01-24,Account Access,Pending,78.7,,Email
TKT_001639,SUB_005318,2025-12-21,Content Request,Resolved,2.6,5.0,In-App
TKT_001640,SUB_005320,2025-09-06,Content Request,Resolved,10.6,,Email
TKT_001641,SUB_005320,2025-09-03,Streaming Quality,Resolved,19.7,,In-App
TKT_001642,SUB_005320,2025-09-17,Content Request,Resolved,4.3,5.0,Chat
TKT_001643,SUB_005321,2026-03-22,Account Access,Resolved,10.6,,Chat
TKT_001644,SUB_005321,2026-03-19,Account Access,Resolved,18.3,4.0,In-App
TKT_001645,SUB_005325,2025-07-11,Billing,Customer-Closed,18.0,2.0,Phone
TKT_001646,SUB_005329,2026-02-10,Cancellation Help,Resolved,61.5,,In-App
TKT_001647,SUB_005330,2025-12-14,Billing,Resolved,11.9,3.0,Phone
TKT_001648,SUB_005334,2025-06-20,Account Access,Pending,10.9,1.0,Chat
TKT_001649,SUB_005341,2025-04-30,Streaming Quality,Resolved,11.8,3.0,In-App
TKT_001650,SUB_005358,2025-06-09,Cancellation Help,Customer-Closed,5.7,2.0,Chat
TKT_001651,SUB_005367,2025-07-19,Streaming Quality,Unresolved,15.1,2.0,Email
TKT_001652,SUB_005367,2025-04-17,Streaming Quality,Unresolved,14.4,1.0,Chat
TKT_001653,SUB_005376,2025-07-27,Streaming Quality,Resolved,9.1,3.0,Email
TKT_001654,SUB_005379,2025-10-04,Content Request,Resolved,24.3,5.0,In-App
TKT_001655,SUB_005379,2025-10-30,Content Request,Resolved,11.4,5.0,Chat
TKT_001656,SUB_005382,2025-04-20,Billing,Pending,2.2,1.0,Chat
TKT_001657,SUB_005389,2025-12-02,Billing,Customer-Closed,28.6,,In-App
TKT_001658,SUB_005389,2025-09-23,Billing,Resolved,3.0,,In-App
TKT_001659,SUB_005393,2025-11-01,Streaming Quality,Unresolved,32.4,1.0,In-App
TKT_001660,SUB_005393,2025-08-30,Cancellation Help,Resolved,1.1,5.0,In-App
TKT_001661,SUB_005395,2026-03-13,Streaming Quality,Resolved,0.7,5.0,In-App
TKT_001662,SUB_005398,2025-04-12,Billing,Unresolved,19.5,1.0,Email
TKT_001663,SUB_005398,2025-04-12,Content Request,Resolved,2.5,5.0,In-App
TKT_001664,SUB_005398,2025-05-09,Account Access,Unresolved,36.3,1.0,Email
TKT_001665,SUB_005398,2025-04-14,Account Access,Resolved,7.7,,Chat
TKT_001666,SUB_005399,2025-08-26,Streaming Quality,Pending,34.5,,Email
TKT_001667,SUB_005429,2025-12-25,Streaming Quality,Resolved,30.3,,Email
TKT_001668,SUB_005431,2025-09-27,Billing,Resolved,1.9,5.0,Email
TKT_001669,SUB_005431,2025-07-15,Account Access,Customer-Closed,129.2,,Chat
TKT_001670,SUB_005431,2025-04-03,Account Access,Unresolved,8.0,1.0,In-App
TKT_001671,SUB_005436,2025-06-10,Streaming Quality,Unresolved,129.3,2.0,In-App
TKT_001672,SUB_005436,2025-05-03,Billing,Resolved,4.9,,Email
TKT_001673,SUB_005436,2025-06-18,Account Access,Resolved,0.9,,In-App
TKT_001674,SUB_005445,2025-12-20,Streaming Quality,Resolved,6.5,3.0,Chat
TKT_001675,SUB_005450,2025-08-18,Content Request,Resolved,12.2,5.0,Email
TKT_001676,SUB_005454,2026-03-30,Streaming Quality,Resolved,27.2,3.0,In-App
TKT_001677,SUB_005458,2025-12-29,Streaming Quality,Customer-Closed,32.8,,Chat
TKT_001678,SUB_005458,2025-11-09,Streaming Quality,Resolved,9.9,,Email
TKT_001679,SUB_005458,2025-08-02,Streaming Quality,Pending,5.7,,Chat
TKT_001680,SUB_005461,2025-10-01,Streaming Quality,Resolved,80.7,3.0,In-App
TKT_001681,SUB_005463,2026-01-25,Cancellation Help,Resolved,10.3,,Email
TKT_001682,SUB_005463,2026-03-01,Streaming Quality,Unresolved,9.8,1.0,Phone
TKT_001683,SUB_005465,2025-04-16,Account Access,Unresolved,4.8,1.0,Chat
TKT_001684,SUB_005465,2025-04-29,Content Request,Unresolved,20.5,2.0,In-App
TKT_001685,SUB_005473,2025-06-27,Billing,Customer-Closed,9.3,2.0,Phone
TKT_001686,SUB_005476,2026-03-25,Account Access,Resolved,11.7,5.0,In-App
TKT_001687,SUB_005478,2026-03-28,Billing,Resolved,36.3,,In-App
TKT_001688,SUB_005479,2026-03-05,Streaming Quality,Resolved,1.7,5.0,Email
TKT_001689,SUB_005487,2025-04-28,Account Access,Unresolved,11.3,,Chat
TKT_001690,SUB_005491,2025-05-25,Cancellation Help,Resolved,20.3,4.0,Email
TKT_001691,SUB_005491,2025-05-17,Billing,Unresolved,14.6,,In-App
TKT_001692,SUB_005501,2025-04-01,Streaming Quality,Customer-Closed,9.0,,Chat
TKT_001693,SUB_005509,2025-10-14,Billing,Unresolved,7.4,2.0,In-App
TKT_001694,SUB_005510,2026-03-14,Billing,Resolved,22.6,3.0,Chat
TKT_001695,SUB_005510,2026-03-18,Billing,Resolved,10.4,,Phone
TKT_001696,SUB_005511,2026-02-22,Streaming Quality,Resolved,11.9,,In-App
TKT_001697,SUB_005516,2026-03-30,Billing,Customer-Closed,46.8,3.0,Email
TKT_001698,SUB_005516,2026-03-28,Account Access,Customer-Closed,12.0,3.0,In-App
TKT_001699,SUB_005521,2025-09-29,Content Request,Unresolved,15.9,2.0,In-App
TKT_001700,SUB_005528,2025-11-03,Cancellation Help,Resolved,4.9,,In-App
TKT_001701,SUB_005529,2026-01-17,Account Access,Pending,49.1,2.0,In-App
TKT_001702,SUB_005535,2025-05-21,Streaming Quality,Customer-Closed,90.1,,In-App
TKT_001703,SUB_005538,2025-08-25,Billing,Unresolved,15.2,,In-App
TKT_001704,SUB_005539,2026-03-05,Cancellation Help,Resolved,3.2,,In-App
TKT_001705,SUB_005539,2026-03-31,Streaming Quality,Resolved,23.7,,In-App
TKT_001706,SUB_005539,2026-03-30,Streaming Quality,Resolved,153.4,,Chat
TKT_001707,SUB_005544,2025-11-21,Streaming Quality,Resolved,14.3,5.0,In-App
TKT_001708,SUB_005551,2025-05-11,Cancellation Help,Customer-Closed,9.0,,Email
TKT_001709,SUB_005552,2025-09-18,Streaming Quality,Resolved,2.6,5.0,In-App
TKT_001710,SUB_005553,2025-04-27,Billing,Pending,4.4,,Email
TKT_001711,SUB_005556,2025-06-11,Streaming Quality,Resolved,42.7,3.0,In-App
TKT_001712,SUB_005567,2025-12-04,Streaming Quality,Resolved,4.0,5.0,Phone
TKT_001713,SUB_005567,2025-11-05,Content Request,Resolved,4.7,3.0,In-App
TKT_001714,SUB_005572,2025-09-23,Streaming Quality,Resolved,13.3,5.0,Phone
TKT_001715,SUB_005582,2025-11-26,Billing,Pending,8.5,,In-App
TKT_001716,SUB_005583,2025-12-17,Streaming Quality,Resolved,14.9,,Email
TKT_001717,SUB_005583,2026-03-25,Streaming Quality,Resolved,25.4,3.0,In-App
TKT_001718,SUB_005586,2025-11-10,Streaming Quality,Resolved,7.2,5.0,Phone
TKT_001719,SUB_005586,2025-08-17,Account Access,Resolved,7.6,,Phone
TKT_001720,SUB_005598,2025-11-27,Content Request,Resolved,10.2,,Email
TKT_001721,SUB_005604,2025-08-12,Streaming Quality,Resolved,11.9,,In-App
TKT_001722,SUB_005604,2025-07-30,Streaming Quality,Unresolved,18.6,1.0,In-App
TKT_001723,SUB_005605,2025-07-21,Billing,Resolved,8.5,,Email
TKT_001724,SUB_005605,2025-07-15,Content Request,Unresolved,20.6,1.0,Email
TKT_001725,SUB_005611,2025-12-18,Billing,Resolved,26.8,5.0,Email
TKT_001726,SUB_005614,2026-01-18,Billing,Resolved,79.1,,In-App
TKT_001727,SUB_005617,2025-09-14,Account Access,Resolved,13.0,,In-App
TKT_001728,SUB_005617,2025-04-08,Streaming Quality,Resolved,1.9,5.0,Chat
TKT_001729,SUB_005617,2025-04-28,Cancellation Help,Resolved,17.2,4.0,In-App
TKT_001730,SUB_005630,2025-04-27,Streaming Quality,Resolved,4.4,,In-App
TKT_001731,SUB_005630,2025-05-16,Streaming Quality,Customer-Closed,2.5,1.0,Email
TKT_001732,SUB_005630,2025-05-11,Content Request,Resolved,6.8,,In-App
TKT_001733,SUB_005632,2025-11-23,Streaming Quality,Unresolved,5.6,,Phone
TKT_001734,SUB_005636,2026-01-28,Billing,Pending,16.4,1.0,Chat
TKT_001735,SUB_005638,2026-02-02,Billing,Customer-Closed,21.7,,Chat
TKT_001736,SUB_005646,2026-03-26,Billing,Resolved,3.8,4.0,Email
TKT_001737,SUB_005646,2026-03-18,Billing,Unresolved,4.3,,In-App
TKT_001738,SUB_005646,2026-03-22,Streaming Quality,Customer-Closed,12.1,,In-App
TKT_001739,SUB_005649,2025-07-06,Streaming Quality,Unresolved,49.0,,In-App
TKT_001740,SUB_005650,2025-08-02,Content Request,Resolved,29.0,5.0,In-App
TKT_001741,SUB_005651,2025-09-11,Account Access,Resolved,17.5,,Chat
TKT_001742,SUB_005653,2025-09-03,Billing,Unresolved,1.7,1.0,In-App
TKT_001743,SUB_005660,2026-02-18,Content Request,Resolved,5.7,5.0,In-App
TKT_001744,SUB_005663,2025-04-13,Billing,Customer-Closed,8.4,1.0,In-App
TKT_001745,SUB_005665,2025-04-16,Content Request,Unresolved,3.9,3.0,Email
TKT_001746,SUB_005673,2025-05-01,Billing,Resolved,24.4,,Email
TKT_001747,SUB_005690,2026-02-15,Streaming Quality,Unresolved,2.1,,Chat
TKT_001748,SUB_005691,2025-12-10,Streaming Quality,Customer-Closed,6.9,1.0,In-App
TKT_001749,SUB_005701,2025-09-15,Account Access,Pending,34.9,2.0,Email
TKT_001750,SUB_005707,2026-03-15,Billing,Resolved,19.9,4.0,In-App
TKT_001751,SUB_005707,2026-03-13,Cancellation Help,Resolved,26.4,4.0,Phone
TKT_001752,SUB_005714,2026-03-22,Billing,Resolved,4.8,4.0,In-App
TKT_001753,SUB_005721,2025-05-03,Billing,Unresolved,32.7,,Phone
TKT_001754,SUB_005723,2026-03-29,Billing,Resolved,6.4,5.0,Chat
TKT_001755,SUB_005727,2025-08-06,Content Request,Unresolved,22.5,3.0,In-App
TKT_001756,SUB_005727,2025-08-08,Content Request,Resolved,32.5,4.0,In-App
TKT_001757,SUB_005727,2025-08-15,Content Request,Unresolved,42.5,1.0,In-App
TKT_001758,SUB_005728,2025-12-22,Billing,Resolved,10.0,4.0,In-App
TKT_001759,SUB_005729,2025-06-14,Billing,Unresolved,5.2,3.0,Email
TKT_001760,SUB_005734,2025-10-25,Account Access,Resolved,61.7,5.0,Email
TKT_001761,SUB_005734,2025-12-20,Billing,Resolved,14.4,4.0,In-App
TKT_001762,SUB_005738,2025-11-03,Cancellation Help,Resolved,23.4,4.0,In-App
TKT_001763,SUB_005749,2026-03-28,Billing,Resolved,11.4,,Email
TKT_001764,SUB_005752,2026-01-16,Billing,Resolved,2.3,5.0,Phone
TKT_001765,SUB_005752,2026-01-28,Streaming Quality,Resolved,2.5,,Chat
TKT_001766,SUB_005758,2025-10-10,Streaming Quality,Resolved,16.2,,In-App
TKT_001767,SUB_005763,2025-09-13,Billing,Resolved,10.4,5.0,Phone
TKT_001768,SUB_005765,2025-05-07,Cancellation Help,Resolved,2.6,4.0,In-App
TKT_001769,SUB_005793,2026-01-12,Account Access,Resolved,4.0,,Chat
TKT_001770,SUB_005794,2025-11-13,Billing,Resolved,29.0,,Email
TKT_001771,SUB_005794,2025-08-04,Billing,Resolved,6.5,4.0,In-App
TKT_001772,SUB_005794,2025-09-27,Content Request,Unresolved,10.1,2.0,In-App
TKT_001773,SUB_005794,2025-08-26,Streaming Quality,Pending,5.3,2.0,In-App
TKT_001774,SUB_005795,2025-09-15,Streaming Quality,Pending,31.9,1.0,In-App
TKT_001775,SUB_005803,2025-07-14,Cancellation Help,Resolved,18.3,,Email
TKT_001776,SUB_005811,2025-05-07,Cancellation Help,Unresolved,2.7,3.0,In-App
TKT_001777,SUB_005813,2026-03-30,Streaming Quality,Resolved,9.5,4.0,Chat
TKT_001778,SUB_005814,2025-12-06,Content Request,Pending,11.9,,Chat
TKT_001779,SUB_005815,2026-02-17,Billing,Resolved,2.7,,In-App
TKT_001780,SUB_005815,2025-09-13,Content Request,Resolved,49.0,,In-App
TKT_001781,SUB_005821,2025-09-20,Content Request,Resolved,83.0,5.0,Chat
TKT_001782,SUB_005823,2025-10-13,Billing,Resolved,7.1,,Chat
TKT_001783,SUB_005827,2025-09-21,Billing,Resolved,12.5,,Chat
TKT_001784,SUB_005829,2025-12-26,Streaming Quality,Resolved,10.3,,Email
TKT_001785,SUB_005830,2025-06-04,Content Request,Customer-Closed,29.5,1.0,In-App
TKT_001786,SUB_005832,2025-05-18,Account Access,Resolved,13.2,,In-App
TKT_001787,SUB_005840,2025-06-12,Account Access,Unresolved,20.7,3.0,Chat
TKT_001788,SUB_005844,2026-03-07,Billing,Unresolved,13.9,,Email
TKT_001789,SUB_005846,2026-02-14,Account Access,Resolved,42.6,5.0,Chat
TKT_001790,SUB_005847,2026-01-12,Streaming Quality,Resolved,23.5,5.0,In-App
TKT_001791,SUB_005859,2026-03-25,Streaming Quality,Resolved,9.1,,In-App
TKT_001792,SUB_005861,2026-02-17,Cancellation Help,Resolved,2.3,5.0,In-App
TKT_001793,SUB_005861,2026-03-08,Account Access,Resolved,28.2,5.0,Chat
TKT_001794,SUB_005861,2026-01-23,Billing,Resolved,11.1,4.0,In-App
TKT_001795,SUB_005863,2026-01-17,Content Request,Resolved,21.9,4.0,Chat
TKT_001796,SUB_005875,2026-03-30,Streaming Quality,Resolved,7.9,,In-App
TKT_001797,SUB_005876,2026-02-03,Account Access,Resolved,5.6,4.0,In-App
TKT_001798,SUB_005877,2025-04-24,Content Request,Resolved,4.3,4.0,Chat
TKT_001799,SUB_005888,2026-01-07,Billing,Resolved,12.7,5.0,In-App
TKT_001800,SUB_005894,2025-05-14,Billing,Unresolved,5.1,,Email
TKT_001801,SUB_005898,2025-05-11,Billing,Resolved,10.2,5.0,Email
TKT_001802,SUB_005910,2025-11-16,Billing,Resolved,13.6,5.0,Email
TKT_001803,SUB_005914,2026-02-21,Account Access,Customer-Closed,19.3,,Chat
TKT_001804,SUB_005916,2025-06-04,Account Access,Resolved,18.2,,Chat
TKT_001805,SUB_005916,2026-01-15,Account Access,Unresolved,5.9,3.0,Phone
TKT_001806,SUB_005921,2025-11-24,Account Access,Customer-Closed,35.9,,In-App
TKT_001807,SUB_005925,2026-03-30,Billing,Resolved,4.4,4.0,Email
TKT_001808,SUB_005935,2025-04-08,Cancellation Help,Customer-Closed,8.6,3.0,In-App
TKT_001809,SUB_005938,2025-06-04,Streaming Quality,Resolved,17.4,5.0,Email
TKT_001810,SUB_005938,2025-06-02,Billing,Pending,102.7,2.0,Chat
TKT_001811,SUB_005941,2025-11-22,Billing,Resolved,55.9,5.0,In-App
TKT_001812,SUB_005942,2025-05-17,Account Access,Resolved,6.7,5.0,In-App
TKT_001813,SUB_005945,2025-11-02,Billing,Resolved,5.5,5.0,Email
TKT_001814,SUB_005948,2025-09-11,Account Access,Resolved,41.6,,Phone
TKT_001815,SUB_005948,2025-05-18,Account Access,Resolved,9.8,5.0,In-App
TKT_001816,SUB_005950,2026-03-05,Account Access,Resolved,19.8,3.0,Email
TKT_001817,SUB_005959,2025-04-04,Billing,Unresolved,3.7,1.0,Email
TKT_001818,SUB_005959,2025-06-06,Billing,Resolved,9.6,,In-App
TKT_001819,SUB_005959,2026-01-15,Content Request,Pending,9.8,2.0,In-App
TKT_001820,SUB_005960,2025-05-24,Billing,Pending,5.8,2.0,In-App
TKT_001821,SUB_005969,2025-04-04,Streaming Quality,Unresolved,60.1,1.0,In-App
TKT_001822,SUB_005969,2025-05-02,Billing,Pending,6.2,3.0,Chat
TKT_001823,SUB_005977,2025-10-23,Content Request,Resolved,8.9,4.0,Email
TKT_001824,SUB_005977,2025-11-30,Cancellation Help,Unresolved,8.9,2.0,Chat
TKT_001825,SUB_005977,2026-03-13,Billing,Resolved,23.5,5.0,Chat
TKT_001826,SUB_005981,2025-07-09,Streaming Quality,Unresolved,2.9,,Chat
TKT_001827,SUB_005982,2025-12-11,Cancellation Help,Resolved,13.8,4.0,In-App
TKT_001828,SUB_005982,2025-07-03,Streaming Quality,Unresolved,69.1,,Email
TKT_001829,SUB_005982,2025-05-28,Billing,Resolved,13.4,4.0,Email
TKT_001830,SUB_005984,2026-02-16,Streaming Quality,Unresolved,11.8,,Phone
TKT_001831,SUB_006001,2026-03-29,Streaming Quality,Resolved,8.7,,Chat
TKT_001832,SUB_006005,2025-05-12,Account Access,Resolved,17.4,,Email
TKT_001833,SUB_006005,2025-07-30,Cancellation Help,Resolved,2.8,4.0,In-App
TKT_001834,SUB_006005,2026-02-15,Streaming Quality,Resolved,8.0,3.0,In-App
TKT_001835,SUB_006008,2026-03-25,Streaming Quality,Customer-Closed,26.0,2.0,In-App
TKT_001836,SUB_006008,2026-02-01,Account Access,Resolved,16.5,5.0,In-App
TKT_001837,SUB_006009,2025-11-10,Billing,Resolved,41.5,,In-App
TKT_001838,SUB_006013,2025-11-26,Streaming Quality,Resolved,6.1,5.0,Email
TKT_001839,SUB_006013,2025-12-20,Streaming Quality,Unresolved,18.3,,In-App
TKT_001840,SUB_006019,2025-04-21,Cancellation Help,Unresolved,16.3,3.0,Chat
TKT_001841,SUB_006023,2026-03-24,Account Access,Pending,8.3,,Email
TKT_001842,SUB_006023,2025-08-17,Streaming Quality,Resolved,47.0,5.0,Phone
TKT_001843,SUB_006023,2026-01-15,Streaming Quality,Resolved,1.6,3.0,Email
TKT_001844,SUB_006024,2025-08-21,Billing,Resolved,2.2,4.0,In-App
TKT_001845,SUB_006024,2026-02-19,Streaming Quality,Unresolved,3.4,2.0,Chat
TKT_001846,SUB_006024,2025-04-08,Account Access,Unresolved,15.0,2.0,Chat
TKT_001847,SUB_006030,2025-05-26,Account Access,Unresolved,17.8,,Chat
TKT_001848,SUB_006030,2025-07-10,Streaming Quality,Resolved,6.3,,Email
TKT_001849,SUB_006035,2025-05-17,Account Access,Unresolved,15.1,,Chat
TKT_001850,SUB_006035,2025-11-15,Billing,Resolved,8.3,5.0,In-App
TKT_001851,SUB_006035,2026-03-27,Content Request,Resolved,10.4,5.0,In-App
TKT_001852,SUB_006038,2025-09-03,Account Access,Resolved,11.9,5.0,In-App
TKT_001853,SUB_006038,2025-09-08,Streaming Quality,Resolved,10.0,4.0,Phone
TKT_001854,SUB_006040,2025-05-19,Streaming Quality,Resolved,4.8,5.0,Chat
TKT_001855,SUB_006040,2025-07-17,Content Request,Resolved,6.0,3.0,In-App
TKT_001856,SUB_006040,2025-09-15,Billing,Resolved,5.9,4.0,Chat
TKT_001857,SUB_006040,2025-11-13,Streaming Quality,Resolved,3.7,4.0,In-App
TKT_001858,SUB_006051,2025-04-07,Streaming Quality,Resolved,12.8,5.0,Email
TKT_001859,SUB_006051,2025-09-01,Account Access,Resolved,2.4,,In-App
TKT_001860,SUB_006053,2025-12-28,Account Access,Resolved,35.5,5.0,Email
TKT_001861,SUB_006058,2025-10-24,Cancellation Help,Customer-Closed,22.3,1.0,In-App
TKT_001862,SUB_006058,2025-06-12,Billing,Unresolved,6.0,2.0,Chat
TKT_001863,SUB_006064,2025-05-17,Content Request,Resolved,9.7,,In-App
TKT_001864,SUB_006088,2025-05-31,Streaming Quality,Resolved,14.6,3.0,Chat
TKT_001865,SUB_006094,2025-05-31,Streaming Quality,Resolved,8.6,3.0,Email
TKT_001866,SUB_006097,2026-03-10,Billing,Resolved,4.3,4.0,In-App
TKT_001867,SUB_006110,2025-06-23,Streaming Quality,Resolved,27.9,5.0,Chat
TKT_001868,SUB_006113,2025-06-01,Cancellation Help,Unresolved,7.4,2.0,Chat
TKT_001869,SUB_006113,2025-05-28,Billing,Resolved,23.3,4.0,Chat
TKT_001870,SUB_006124,2026-03-26,Billing,Resolved,4.2,,In-App
TKT_001871,SUB_006126,2025-11-17,Billing,Resolved,34.7,5.0,In-App
TKT_001872,SUB_006129,2025-11-20,Content Request,Customer-Closed,107.6,,In-App
TKT_001873,SUB_006132,2025-10-06,Content Request,Pending,12.7,,Email
TKT_001874,SUB_006132,2025-12-21,Content Request,Resolved,168.0,4.0,Chat
TKT_001875,SUB_006132,2025-10-12,Cancellation Help,Resolved,63.7,5.0,Phone
TKT_001876,SUB_006132,2025-06-11,Cancellation Help,Resolved,38.7,,In-App
TKT_001877,SUB_006133,2025-07-21,Billing,Resolved,17.8,4.0,In-App
TKT_001878,SUB_006137,2025-04-04,Cancellation Help,Unresolved,32.4,3.0,Email
TKT_001879,SUB_006138,2025-05-26,Content Request,Customer-Closed,7.1,3.0,In-App
TKT_001880,SUB_006138,2025-05-28,Account Access,Customer-Closed,7.7,3.0,In-App
TKT_001881,SUB_006141,2025-12-11,Streaming Quality,Customer-Closed,21.3,1.0,Email
TKT_001882,SUB_006141,2026-01-27,Content Request,Customer-Closed,23.1,2.0,In-App
TKT_001883,SUB_006146,2025-08-05,Account Access,Pending,10.9,1.0,Chat
TKT_001884,SUB_006146,2025-08-29,Billing,Resolved,15.4,,Email
TKT_001885,SUB_006147,2025-04-11,Billing,Resolved,17.6,,Chat
TKT_001886,SUB_006148,2026-01-28,Content Request,Resolved,10.4,5.0,In-App
TKT_001887,SUB_006151,2025-09-15,Billing,Unresolved,8.6,2.0,Email
TKT_001888,SUB_006151,2025-10-01,Streaming Quality,Unresolved,10.0,1.0,Email
TKT_001889,SUB_006154,2025-09-27,Streaming Quality,Resolved,6.6,4.0,Email
TKT_001890,SUB_006156,2026-02-27,Account Access,Customer-Closed,30.2,2.0,In-App
TKT_001891,SUB_006166,2025-08-21,Billing,Resolved,6.8,4.0,Chat
TKT_001892,SUB_006177,2025-10-01,Billing,Resolved,7.2,5.0,Chat
TKT_001893,SUB_006178,2025-05-31,Billing,Resolved,5.1,,Email
TKT_001894,SUB_006180,2025-10-06,Streaming Quality,Resolved,10.7,4.0,In-App
TKT_001895,SUB_006180,2026-01-28,Cancellation Help,Resolved,9.3,5.0,Chat
TKT_001896,SUB_006189,2025-12-23,Cancellation Help,Resolved,2.8,4.0,In-App
TKT_001897,SUB_006189,2025-08-23,Billing,Resolved,4.0,5.0,Phone
TKT_001898,SUB_006190,2025-05-01,Streaming Quality,Pending,9.4,,Chat
TKT_001899,SUB_006190,2025-04-28,Billing,Customer-Closed,2.6,,Chat
TKT_001900,SUB_006198,2025-07-26,Account Access,Resolved,1.4,,Chat
TKT_001901,SUB_006198,2025-10-02,Content Request,Unresolved,3.7,2.0,Phone
TKT_001902,SUB_006200,2025-11-26,Streaming Quality,Resolved,20.3,5.0,In-App
TKT_001903,SUB_006205,2026-02-23,Streaming Quality,Resolved,20.8,,In-App
TKT_001904,SUB_006206,2026-03-18,Content Request,Resolved,5.2,,Chat
TKT_001905,SUB_006208,2026-03-01,Cancellation Help,Unresolved,8.9,3.0,Email
TKT_001906,SUB_006209,2026-03-28,Streaming Quality,Resolved,14.5,4.0,In-App
TKT_001907,SUB_006209,2026-03-27,Cancellation Help,Resolved,4.7,,Phone
TKT_001908,SUB_006219,2025-04-10,Account Access,Customer-Closed,11.7,1.0,Chat
TKT_001909,SUB_006224,2025-07-01,Cancellation Help,Resolved,4.0,5.0,In-App
TKT_001910,SUB_006224,2025-08-25,Billing,Resolved,8.4,4.0,In-App
TKT_001911,SUB_006228,2026-03-25,Streaming Quality,Resolved,60.9,,Phone
TKT_001912,SUB_006237,2025-11-25,Cancellation Help,Unresolved,4.5,1.0,Phone
TKT_001913,SUB_006245,2025-07-04,Streaming Quality,Resolved,1.1,5.0,Email
TKT_001914,SUB_006249,2025-12-03,Billing,Resolved,11.4,,Email
TKT_001915,SUB_006257,2025-05-19,Billing,Customer-Closed,30.1,1.0,In-App
TKT_001916,SUB_006264,2026-03-17,Cancellation Help,Resolved,137.3,5.0,Email
TKT_001917,SUB_006264,2026-03-25,Streaming Quality,Resolved,12.9,,In-App
TKT_001918,SUB_006265,2025-09-22,Streaming Quality,Pending,12.6,2.0,In-App
TKT_001919,SUB_006271,2025-05-15,Content Request,Unresolved,17.2,,Email
TKT_001920,SUB_006273,2025-07-30,Billing,Customer-Closed,31.8,1.0,Chat
