Region,Product_Category,Campaign_Type,Product_Age_Months,Product_Price,Competitor_Price_Index,Advertising_Expenditure,Discount_Percentage,Campaign_Engagement_Score,Inventory_Level,Num_Reviews,Avg_Customer_Rating,Return_Rate,Length_Product_Description,Popularity,Sales
West,Tablet,Influencer,15,1649.15,0.94,620.63,25.82,60.89,782,492,4.28,2.341,276,Very High,31170.6
East,Mobile,Social Media,24,1599.47,1.061,581.4,42.0,48.53,533,351,4.1,2.306,254,High,31374.32
West,Mobile,Search Ad,1,270.93,0.965,554.84,19.41,30.14,795,154,3.8,3.698,295,Low,12686.99
West,Tablet,Social Media,6,290.7,1.073,627.57,29.47,39.17,220,220,3.83,2.743,325,Low,21392.81
South,Mobile,Search Ad,30,200.86,0.988,671.89,27.94,56.34,820,1023,3.97,2.961,291,Very High,30952.17
South,Mobile,Social Media,3,1693.89,0.89,433.36,30.59,52.7,1243,669,3.9,2.687,250,Very High,19149.29
East,Tablet,Email,14,943.95,1.093,672.89,31.77,62.56,966,212,4.05,2.916,308,Moderate,30245.77
South,Tablet,Search Ad,25,1419.51,0.895,579.87,29.58,54.84,773,370,3.94,2.384,254,Low,21751.55
West,Tablet,Search Ad,10,593.56,0.952,573.03,30.24,61.07,681,299,3.86,2.792,218,Moderate,25722.45
West,Tablet,Influencer,11,1319.52,0.984,809.24,26.01,64.16,583,1223,3.95,2.2,256,Very High,40000.0
South,Tablet,Search Ad,18,449.03,1.08,619.94,20.32,56.77,474,1064,4.35,3.059,228,Very High,26826.87
South,Mobile,Search Ad,13,460.25,0.958,638.94,25.7,36.09,1097,473,4.04,3.26,243,Moderate,22990.08
West,Tablet,Email,16,618.63,0.926,587.73,24.14,41.58,295,245,3.83,2.083,196,Low,18765.46
South,Mobile,Search Ad,3,1178.3,1.013,680.01,20.52,25.7,408,55,4.02,2.381,310,Low,22658.01
West,Mobile,Search Ad,8,177.08,0.983,726.34,28.29,54.18,1122,295,3.83,3.562,261,Moderate,29005.28
South,Tablet,Influencer,16,1393.88,0.963,475.66,28.52,67.47,800,1047,4.08,3.624,292,Very High,27781.54
East,Mobile,Influencer,24,915.7,1.017,749.91,34.09,66.36,873,356,3.98,2.87,278,High,33888.04
North,Mobile,Email,9,1152.36,0.904,727.11,32.22,60.29,920,507,4.03,2.374,192,Very High,35352.84
East,Mobile,Influencer,5,221.02,0.862,687.95,29.68,64.98,1443,159,3.87,3.189,330,Moderate,34973.72
East,Tablet,Email,12,1385.08,1.171,554.28,33.19,35.98,756,303,3.94,2.263,234,Low,14717.75
East,Mobile,Social Media,16,864.48,1.008,534.84,25.98,47.08,945,640,3.79,3.079,226,Very High,22958.87
North,Tablet,Search Ad,32,1803.95,1.014,820.0,35.16,75.24,1337,674,4.03,2.995,261,Very High,37476.0
West,Mobile,Email,2,576.38,0.937,518.28,29.47,50.05,842,483,4.14,3.044,263,Very High,28379.79
West,Tablet,Search Ad,11,1813.81,1.072,754.32,41.93,50.82,1241,562,4.12,2.45,409,High,36992.08
South,Tablet,Email,27,1269.29,0.957,637.17,31.4,28.59,129,386,3.83,2.486,285,Moderate,18729.51
North,Mobile,Email,13,322.36,0.78,748.76,29.25,53.73,523,323,3.79,3.82,218,Moderate,27528.78
North,Mobile,Search Ad,1,325.49,0.955,574.7,24.71,38.38,666,526,3.7,3.843,366,Moderate,16655.44
East,Mobile,Search Ad,5,1158.27,0.977,489.88,29.14,41.06,1029,31,3.98,2.318,147,Low,12869.05
East,Tablet,Influencer,22,1954.1,0.986,686.16,30.37,42.63,1254,426,3.99,2.526,218,High,23443.62
East,Tablet,Search Ad,13,893.9,0.984,493.75,26.67,56.38,569,905,4.1,2.856,214,Very High,24370.71
South,Tablet,Search Ad,6,479.11,0.948,817.71,28.47,56.67,1024,718,4.23,2.401,248,Very High,40000.0
South,Mobile,Social Media,15,54.91,0.941,659.57,30.81,57.18,1509,677,4.04,3.133,269,High,34814.46
East,Tablet,Email,28,406.57,0.976,649.19,26.44,34.95,1194,382,3.96,2.664,275,High,26149.35
East,Tablet,Email,12,935.16,0.868,660.88,32.84,44.49,623,796,3.84,2.369,274,Very High,26931.48
West,Tablet,Search Ad,9,2000.0,0.843,581.51,31.69,49.79,992,747,4.21,2.471,287,High,29317.05
North,Tablet,Search Ad,33,779.5,1.008,599.59,28.04,40.02,838,741,3.97,2.426,244,Moderate,17920.62
East,Mobile,Social Media,3,1608.4,1.009,652.21,23.72,51.34,669,95,3.84,2.36,328,Moderate,22556.93
South,Mobile,Search Ad,15,1882.76,1.07,789.93,35.44,76.65,984,328,4.06,2.498,148,Very High,40000.0
South,Tablet,Search Ad,36,735.57,0.98,516.62,30.04,22.07,603,875,4.2,2.203,90,High,20326.41
East,Tablet,Email,13,1748.69,0.905,558.18,23.61,43.29,776,586,4.24,2.492,294,High,25966.42
East,Mobile,Email,8,1547.69,0.845,583.01,38.02,35.83,460,174,3.79,3.144,227,High,19397.95
West,Mobile,Influencer,2,123.86,0.929,591.83,20.53,71.92,349,174,4.14,2.947,354,Moderate,28615.2
North,Mobile,Search Ad,11,930.48,1.034,496.76,22.36,39.43,777,545,4.01,2.494,313,Moderate,17983.85
North,Mobile,Influencer,3,1002.95,1.115,448.69,27.12,36.33,952,321,4.05,2.991,285,Low,15456.3
West,Mobile,Email,8,1879.39,1.004,473.2,30.6,36.22,533,258,3.96,2.935,218,High,15692.49
East,Tablet,Influencer,2,972.31,0.903,752.31,27.23,68.18,893,217,4.07,2.88,290,Moderate,36458.07
South,Tablet,Social Media,17,268.34,0.93,613.25,36.0,91.92,752,544,4.26,2.086,223,Very High,40000.0
North,Mobile,Email,10,807.97,0.932,662.62,25.96,18.82,1049,169,3.66,2.731,252,Low,15800.74
North,Mobile,Influencer,7,813.23,0.968,614.29,30.44,42.74,1134,146,3.97,2.471,228,Moderate,25531.72
West,Mobile,Social Media,2,479.51,1.09,610.68,36.5,72.83,1250,302,3.88,2.445,264,Very High,32347.42
North,Mobile,Search Ad,4,1707.28,1.096,759.61,27.92,35.54,1035,74,3.84,3.131,232,Low,22870.1
South,Tablet,Email,12,1548.91,0.986,736.29,32.18,51.43,654,521,3.99,2.467,310,High,30496.76
South,Tablet,Search Ad,36,536.21,1.015,680.15,23.82,44.15,795,886,3.9,2.233,276,Very High,22815.59
South,Mobile,Influencer,20,1609.6,0.936,694.6,40.39,56.4,1535,547,3.94,2.778,216,Very High,31223.45
North,Tablet,Social Media,2,269.07,0.863,655.36,28.83,53.49,1026,719,3.85,3.252,220,Very High,29837.12
East,Tablet,Search Ad,4,22.71,1.143,623.15,23.32,43.41,761,131,3.85,2.932,169,High,26666.84
North,Tablet,Email,17,698.53,0.814,580.01,33.71,58.44,696,328,4.05,2.971,127,Very High,29082.04
West,Mobile,Search Ad,15,357.09,0.853,568.51,34.27,65.61,687,301,4.11,3.259,306,Very High,34370.62
South,Tablet,Social Media,14,1031.52,1.144,720.48,25.08,63.15,396,635,3.94,2.877,226,Very High,25821.08
East,Mobile,Social Media,11,1035.32,1.001,527.13,26.98,46.37,1355,298,4.11,2.742,173,Moderate,22877.69
West,Mobile,Social Media,9,914.66,0.91,747.11,36.35,65.32,999,230,4.06,2.989,276,Very High,38463.72
East,Mobile,Email,18,1598.51,1.055,591.13,34.08,55.77,492,217,4.14,2.498,203,Moderate,25698.48
East,Mobile,Influencer,16,827.35,1.062,556.08,35.56,70.16,824,858,3.87,2.306,244,High,28722.62
South,Mobile,Social Media,2,336.0,0.893,571.75,25.71,55.9,1228,394,4.03,3.056,168,Very High,30153.53
South,Mobile,Social Media,1,1496.32,0.957,570.97,32.64,72.85,730,183,4.08,2.015,288,Very High,33094.55
East,Mobile,Social Media,6,1141.64,1.07,587.06,34.14,46.12,624,974,3.83,2.397,253,High,27811.5
West,Tablet,Social Media,6,585.12,0.935,573.36,28.11,66.65,843,642,4.34,2.979,279,Very High,35765.5
East,Tablet,Search Ad,11,1635.92,1.023,578.29,17.97,53.37,931,147,3.88,2.349,221,High,24387.19
East,Mobile,Influencer,5,1344.0,1.114,647.93,34.6,53.07,731,219,4.03,2.218,263,Moderate,29483.66
West,Tablet,Social Media,36,1224.34,0.809,629.75,36.63,59.78,566,578,4.13,2.793,158,High,32971.92
East,Tablet,Influencer,27,412.79,0.973,713.19,22.16,64.38,874,885,4.08,3.396,389,Very High,35126.16
North,Tablet,Search Ad,3,1663.01,1.021,609.99,21.18,44.69,414,41,4.08,2.011,274,Low,20211.62
East,Mobile,Email,8,740.42,0.857,620.37,32.03,44.06,704,304,4.19,2.604,354,High,31586.66
West,Tablet,Search Ad,34,1136.65,0.958,618.61,33.59,30.58,705,651,3.82,2.584,232,Low,19072.74
North,Tablet,Search Ad,16,731.25,1.084,652.33,22.01,39.72,954,1045,4.04,2.738,183,Very High,24805.92
East,Tablet,Search Ad,24,213.98,0.944,601.44,23.71,43.76,616,971,4.14,2.946,218,Very High,31879.43
North,Mobile,Influencer,2,1977.21,0.881,634.75,29.93,51.66,1023,198,3.76,2.34,245,High,29148.61
East,Mobile,Social Media,25,906.86,1.09,554.49,38.38,42.73,1198,601,4.11,2.405,241,High,25528.2
North,Tablet,Influencer,7,886.53,1.036,679.32,24.84,73.48,593,660,4.27,2.68,363,Very High,38970.0
East,Mobile,Search Ad,19,1169.84,0.994,720.61,30.68,52.83,1795,570,4.16,3.218,195,High,33825.84
West,Mobile,Social Media,3,1114.26,0.992,614.18,24.14,80.72,1272,588,4.13,2.695,211,High,34739.36
South,Mobile,Search Ad,4,768.46,1.082,553.84,37.84,51.57,939,722,4.2,2.373,292,Very High,31529.74
East,Tablet,Social Media,12,1036.0,1.024,610.3,29.53,67.41,687,684,4.1,2.167,150,Very High,34119.75
West,Tablet,Influencer,14,796.85,1.052,615.62,28.18,55.05,579,211,3.81,2.728,245,High,26928.66
West,Mobile,Search Ad,8,662.54,0.945,554.22,23.66,36.12,1342,240,3.86,2.616,257,Moderate,17173.4
South,Tablet,Email,20,1792.39,0.847,501.95,23.77,41.82,801,345,3.92,2.813,275,Moderate,14277.82
South,Mobile,Social Media,1,1629.81,1.05,624.3,37.24,73.52,443,289,4.01,2.622,270,High,29080.4
North,Tablet,Search Ad,9,601.85,1.088,625.1,29.75,48.46,243,251,3.94,2.86,371,High,26359.54
West,Tablet,Email,14,662.85,0.982,506.03,27.02,45.31,773,317,3.91,2.587,193,High,21678.27
West,Tablet,Email,22,1279.85,1.071,535.89,31.89,45.55,779,367,3.99,3.255,208,Moderate,20181.33
East,Tablet,Social Media,6,2000.0,0.973,576.16,24.43,49.65,474,902,4.21,2.707,286,High,22862.43
West,Mobile,Social Media,28,1448.95,0.993,528.94,32.5,50.45,421,457,4.01,2.396,262,High,24131.18
East,Tablet,Social Media,8,115.2,1.14,534.09,27.61,36.94,171,178,3.99,3.507,270,Very Low,16959.81
East,Mobile,Social Media,8,167.9,0.977,595.87,26.52,52.26,640,138,3.69,2.962,161,High,28406.15
North,Tablet,Email,6,538.22,0.972,482.48,21.27,45.32,635,188,3.95,2.386,383,Moderate,18573.99
West,Tablet,Search Ad,9,581.61,0.85,594.79,32.58,52.89,941,930,4.18,2.244,276,Very High,33658.96
North,Tablet,Search Ad,14,316.42,1.055,543.68,25.76,47.23,702,1076,4.2,3.475,150,Very High,21681.88
West,Mobile,Social Media,1,1239.51,0.943,560.95,24.89,59.8,1169,183,4.11,2.51,286,Moderate,26319.27
West,Tablet,Social Media,12,1022.44,1.012,660.67,25.14,57.46,915,475,4.04,2.402,180,High,27709.51
East,Mobile,Search Ad,8,1548.66,0.975,575.86,24.18,46.03,1009,501,4.03,2.686,306,Very High,21765.17
North,Mobile,Email,6,260.61,0.964,546.13,27.42,50.97,1144,128,3.86,3.438,166,Low,16417.38
South,Tablet,Email,8,154.03,0.991,685.23,29.41,50.01,338,267,4.06,3.664,310,Low,26333.01
South,Mobile,Email,8,751.97,0.997,520.94,25.83,36.76,704,424,3.86,2.224,172,Low,18066.58
South,Tablet,Influencer,8,336.68,1.094,775.68,18.22,68.25,1436,776,4.15,3.487,188,Very High,34009.43
North,Mobile,Search Ad,8,1880.17,1.122,606.54,26.8,47.5,307,419,3.98,1.94,257,Low,17133.14
West,Mobile,Search Ad,7,131.61,1.052,505.0,26.52,39.65,774,245,3.93,3.516,210,Low,13335.84
East,Tablet,Search Ad,23,817.76,1.102,566.67,26.98,48.24,878,990,4.16,2.945,214,High,19761.26
South,Mobile,Search Ad,5,1137.86,1.068,623.53,28.41,51.35,316,326,4.04,3.047,153,Moderate,23148.69
South,Mobile,Social Media,2,508.58,1.04,719.55,25.6,43.36,642,561,4.01,2.842,228,Moderate,28212.03
South,Tablet,Search Ad,36,206.32,1.116,661.45,32.4,56.33,1319,608,3.96,2.805,303,High,25295.29
East,Mobile,Email,9,725.35,0.895,599.07,22.35,66.38,909,149,4.18,2.785,364,Moderate,25092.14
East,Mobile,Search Ad,12,899.3,0.945,713.58,33.06,41.79,693,235,3.97,2.297,299,Moderate,25457.91
West,Mobile,Search Ad,5,30.88,0.934,443.2,34.2,36.15,921,834,4.08,2.765,290,Very High,24854.62
East,Tablet,Search Ad,6,581.02,0.976,625.74,34.73,87.18,573,121,4.04,2.462,143,Very High,40000.0
West,Tablet,Social Media,7,1225.07,1.055,659.75,27.34,44.82,1237,298,3.87,2.613,246,High,22617.15
West,Tablet,Social Media,20,2000.0,0.911,677.77,33.44,74.75,453,347,4.07,2.685,208,Very High,34094.16
North,Mobile,Search Ad,8,174.1,1.04,468.02,29.19,39.42,708,293,3.86,3.005,154,High,19124.04
West,Tablet,Search Ad,16,218.23,0.953,516.45,26.16,44.51,307,375,4.01,3.258,169,High,22033.0
North,Tablet,Influencer,8,933.66,0.972,650.22,28.83,57.79,654,156,3.57,2.471,289,High,24789.76
West,Tablet,Social Media,17,1702.11,1.016,734.63,32.98,65.99,689,201,3.94,2.706,213,Very High,35310.47
South,Mobile,Search Ad,30,773.29,1.134,763.23,40.32,38.26,1207,418,3.95,2.59,157,Moderate,27339.25
West,Tablet,Search Ad,3,1538.71,0.943,573.7,22.98,47.83,445,12,3.81,3.138,209,Very Low,14347.73
West,Tablet,Influencer,11,1762.98,0.994,577.0,32.22,51.9,880,117,3.99,3.047,266,Low,22625.58
West,Mobile,Search Ad,4,32.97,0.914,658.99,34.05,28.13,885,422,3.87,3.182,206,Moderate,23484.87
West,Mobile,Search Ad,17,1765.26,0.942,820.0,35.47,74.56,311,198,4.01,1.957,173,Moderate,35560.11
South,Tablet,Search Ad,6,337.97,0.913,688.99,32.26,25.8,530,197,3.82,2.76,191,Moderate,23934.53
North,Mobile,Search Ad,15,494.18,1.02,543.98,17.78,70.55,638,520,4.16,2.931,303,High,25616.27
South,Tablet,Influencer,18,50.99,1.034,820.0,29.72,75.4,1228,289,4.09,3.037,119,High,40000.0
North,Tablet,Email,6,241.78,1.055,638.26,28.4,28.14,898,787,4.0,3.762,231,Moderate,19961.2
East,Tablet,Email,33,2000.0,0.94,558.72,37.58,62.22,782,538,4.03,2.943,241,Very High,28063.35
South,Mobile,Influencer,4,1675.96,1.041,820.0,23.09,55.77,50,932,4.36,2.487,201,Very High,40000.0
West,Mobile,Search Ad,3,36.33,1.009,524.2,23.01,34.03,307,136,3.88,3.279,189,Very Low,14551.36
East,Tablet,Search Ad,4,1375.69,0.995,573.58,31.72,24.44,951,17,3.78,2.402,309,Low,17453.6
West,Mobile,Social Media,9,551.53,0.901,678.26,24.32,44.26,1087,398,3.82,2.555,309,High,31320.11
North,Tablet,Email,15,479.98,1.012,586.57,27.41,33.53,525,332,4.03,3.275,255,Moderate,18024.17
West,Mobile,Search Ad,8,265.79,1.015,601.81,26.36,58.26,868,374,4.19,2.896,214,High,29792.68
West,Mobile,Search Ad,7,1310.53,1.008,624.93,28.28,64.37,847,224,3.89,2.891,255,High,30462.72
East,Mobile,Social Media,3,1583.17,1.032,731.99,31.4,43.76,909,167,3.9,3.08,273,High,26021.25
East,Mobile,Social Media,20,1737.65,1.056,460.28,28.52,50.38,752,733,3.97,2.608,241,Moderate,15029.67
West,Tablet,Influencer,23,2000.0,0.912,709.76,26.74,37.66,976,296,3.92,2.555,275,Low,21124.96
North,Mobile,Email,8,790.36,0.983,572.17,28.74,46.52,1181,330,3.74,2.518,226,High,23274.59
East,Mobile,Influencer,7,906.15,1.041,602.74,23.25,83.9,582,275,4.14,2.844,53,Very High,30656.76
South,Mobile,Social Media,16,519.61,0.979,559.02,37.03,30.55,514,546,4.09,2.851,236,High,23980.67
North,Mobile,Search Ad,7,1289.88,1.077,410.41,27.77,26.21,629,58,3.64,3.667,290,Very Low,2500.0
South,Mobile,Influencer,7,576.08,1.007,591.8,33.19,67.54,874,335,4.22,2.558,250,High,30240.53
North,Tablet,Search Ad,36,1961.0,0.844,739.38,28.6,65.43,843,574,4.23,2.455,269,Very High,30589.12
North,Mobile,Social Media,30,310.42,1.067,681.39,36.42,46.79,1089,1417,3.72,3.51,231,Very High,25418.1
North,Mobile,Search Ad,10,737.82,0.991,593.92,21.76,65.14,1142,555,3.77,2.71,236,Moderate,22081.14
West,Mobile,Social Media,8,464.09,0.858,505.31,36.48,40.51,965,183,3.91,2.403,259,Low,22375.0
East,Tablet,Social Media,14,1301.6,0.98,702.38,34.7,81.24,807,327,4.2,2.541,369,Very High,40000.0
West,Mobile,Influencer,10,573.19,0.899,760.4,27.04,70.04,1338,589,4.08,2.754,300,Very High,39532.7
South,Mobile,Search Ad,24,753.31,1.06,692.31,30.69,69.43,861,536,4.04,2.805,292,Very High,34974.58
South,Tablet,Search Ad,26,944.02,0.997,536.27,33.47,51.48,911,476,4.06,2.763,261,Very High,26737.72
East,Mobile,Social Media,3,1490.07,0.926,571.59,20.91,58.28,953,128,3.87,3.113,165,High,21940.49
South,Mobile,Email,3,976.2,1.065,731.95,31.21,60.07,810,124,4.12,2.748,324,Very High,35669.49
North,Mobile,Email,14,1060.92,1.037,504.6,26.48,54.16,812,134,3.94,2.787,304,Moderate,15804.55
East,Tablet,Search Ad,12,902.92,0.981,651.12,27.39,49.7,1123,551,3.8,2.347,271,High,30258.81
South,Mobile,Search Ad,6,1080.05,0.9,474.54,25.86,30.06,834,296,3.82,2.862,245,Moderate,14534.15
East,Tablet,Search Ad,9,1293.76,0.933,597.44,24.13,45.77,638,156,3.98,2.604,282,High,23617.86
East,Tablet,Influencer,25,733.15,0.931,705.94,39.52,56.32,526,618,3.98,2.271,234,Very High,36838.91
North,Mobile,Email,6,182.47,1.06,579.62,32.48,36.51,983,215,3.87,3.416,293,Low,17346.45
North,Mobile,Social Media,13,937.03,0.866,670.53,22.94,76.27,711,274,4.05,2.796,196,Very High,32737.14
West,Mobile,Social Media,5,917.94,0.996,530.1,24.52,56.98,956,478,4.04,2.771,130,High,24653.34
East,Tablet,Social Media,18,1368.11,0.98,572.5,34.03,60.95,792,640,3.88,2.928,174,Very High,23356.73
North,Mobile,Email,7,1824.61,1.083,656.69,36.6,62.9,736,319,4.14,2.595,257,Very High,30959.52
West,Mobile,Influencer,1,1707.14,1.019,736.31,21.25,69.27,455,401,4.01,2.557,229,Very High,33524.75
North,Mobile,Social Media,6,617.78,1.043,639.18,32.57,80.31,562,239,4.08,3.214,239,Very High,34906.1
East,Tablet,Influencer,20,2000.0,0.958,762.76,31.43,38.05,487,221,3.93,2.751,168,Very Low,24157.54
West,Mobile,Social Media,3,529.37,0.902,487.07,18.83,32.38,569,336,3.87,1.851,267,Very Low,13555.97
South,Tablet,Influencer,12,176.96,0.974,609.6,23.64,47.1,872,267,4.06,2.258,184,High,28627.17
North,Mobile,Search Ad,6,1276.31,1.062,766.89,30.9,38.44,1477,453,3.96,3.1,279,High,27523.83
North,Mobile,Influencer,12,64.7,1.062,747.1,29.9,65.62,712,308,4.01,2.501,160,Moderate,36290.15
South,Mobile,Email,7,1620.52,0.966,664.34,22.66,47.48,749,355,3.66,2.697,196,Low,18555.52
North,Mobile,Search Ad,6,1302.08,0.931,609.22,25.26,73.33,690,257,4.11,2.147,188,High,34715.67
East,Mobile,Influencer,3,1759.48,0.915,764.49,25.43,75.43,1109,472,4.03,2.523,284,Very High,39424.56
North,Mobile,Email,8,301.44,0.989,618.96,23.76,37.07,984,636,4.06,3.243,219,High,21378.34
East,Tablet,Email,30,1873.45,1.011,497.82,29.31,46.2,735,340,4.15,2.312,274,Low,15789.49
West,Tablet,Social Media,4,1093.19,1.118,711.71,29.06,34.57,388,106,4.0,2.365,319,Very Low,22710.88
West,Tablet,Influencer,10,1763.68,1.01,612.52,29.85,59.93,459,653,4.04,2.877,358,Very High,29345.21
East,Mobile,Search Ad,2,1854.51,1.049,694.57,37.23,55.99,911,129,3.92,3.627,262,Moderate,29610.29
South,Mobile,Search Ad,15,1040.82,0.938,486.62,35.05,33.14,925,343,4.23,2.678,180,Low,18202.11
East,Mobile,Email,10,909.72,1.003,725.94,36.38,49.4,855,217,4.01,2.323,326,Low,29176.65
East,Tablet,Email,3,1247.12,1.011,583.44,24.64,33.31,933,221,3.94,2.997,342,Moderate,19394.09
South,Tablet,Influencer,18,1973.47,0.989,597.67,24.72,43.85,385,262,3.92,3.316,244,Moderate,15599.46
North,Mobile,Email,11,1823.96,0.998,563.05,33.99,52.78,948,587,3.9,3.092,330,High,18876.49
West,Mobile,Search Ad,26,1930.61,1.01,608.53,32.6,63.11,932,335,3.77,2.271,269,Moderate,22971.77
South,Mobile,Influencer,4,942.14,1.038,663.27,32.37,67.7,582,213,4.18,2.709,145,High,30669.14
North,Mobile,Social Media,5,289.39,1.094,719.82,23.99,51.57,685,128,3.85,3.094,209,Moderate,24609.12
South,Mobile,Search Ad,3,1144.13,0.819,623.78,31.78,41.52,1061,244,3.91,2.731,217,Low,25306.7
South,Tablet,Email,9,569.05,1.089,416.85,29.74,30.95,410,945,3.98,2.533,225,Very High,12451.41
West,Tablet,Search Ad,10,763.75,0.863,511.42,26.0,40.59,1454,213,4.1,2.84,190,High,19718.41
West,Mobile,Email,27,71.06,1.025,800.17,28.03,41.68,1021,370,3.86,3.124,188,High,27338.77
West,Mobile,Search Ad,6,573.36,1.188,616.45,34.03,64.13,843,266,4.02,3.132,331,High,23757.11
North,Tablet,Social Media,12,1475.95,0.997,716.53,32.53,56.88,667,490,4.06,2.607,140,High,35702.69
South,Mobile,Social Media,6,925.38,1.014,603.69,27.25,62.9,1089,1146,3.93,2.621,203,Very High,28374.24
East,Mobile,Search Ad,17,61.09,0.975,513.98,29.78,26.43,741,259,3.72,3.546,287,Very Low,9719.22
North,Mobile,Email,10,736.36,1.053,555.7,34.0,34.74,753,592,3.87,2.866,213,Low,13746.31
South,Mobile,Search Ad,8,561.0,1.029,615.61,33.13,61.31,1281,265,4.02,2.846,273,High,34286.83
West,Mobile,Social Media,5,662.65,0.946,585.76,33.83,65.35,723,147,4.0,2.603,223,High,33042.91
North,Tablet,Search Ad,10,888.04,0.991,766.01,37.36,42.46,779,220,3.92,3.173,275,Low,28599.92
East,Mobile,Email,14,1016.61,0.911,551.07,28.19,45.79,640,849,4.1,2.927,184,Very High,27629.07
South,Mobile,Search Ad,4,40.05,0.99,509.49,33.02,49.61,935,552,3.89,3.223,133,High,24140.22
North,Tablet,Email,36,1049.79,0.966,665.8,33.57,39.31,908,497,3.94,2.98,223,High,22575.87
South,Mobile,Social Media,9,1291.71,1.011,710.98,24.15,61.56,1348,857,4.04,2.53,137,Very High,30335.97
West,Tablet,Social Media,6,1991.68,0.943,654.22,24.33,33.87,468,63,3.79,2.997,244,Very Low,14867.0
West,Tablet,Search Ad,8,199.01,0.983,549.21,27.27,33.46,320,245,4.19,3.306,178,High,22610.43
West,Mobile,Social Media,6,562.19,1.001,468.32,32.7,56.18,783,408,3.73,2.926,178,Very High,24745.89
East,Tablet,Influencer,36,130.89,1.006,743.54,24.9,62.97,561,2558,4.41,2.576,339,Very High,38385.04
North,Mobile,Influencer,17,814.91,1.022,730.41,27.24,63.71,856,419,4.11,2.155,265,Very High,37985.18
East,Tablet,Email,3,92.36,0.986,544.84,21.37,37.39,891,542,4.06,3.211,153,Moderate,18840.4
East,Mobile,Search Ad,7,1533.21,0.937,631.5,24.94,55.54,1517,737,4.04,2.369,245,Very High,27330.44
West,Tablet,Email,5,327.47,1.007,567.07,15.0,46.48,609,103,4.09,3.456,239,Low,18105.67
North,Tablet,Social Media,8,829.04,0.986,756.54,16.84,67.21,99,231,3.94,2.164,120,High,29841.43
East,Mobile,Search Ad,13,603.68,1.082,523.25,30.93,47.0,791,226,3.99,3.118,270,Moderate,18692.49
North,Mobile,Search Ad,2,972.7,1.092,564.79,32.12,42.52,962,403,3.96,2.696,307,Moderate,21551.11
South,Tablet,Search Ad,13,2000.0,0.89,579.66,32.12,41.0,459,350,3.92,2.407,222,Moderate,23099.79
West,Tablet,Social Media,9,604.39,1.049,646.11,21.31,39.46,808,176,3.94,2.534,230,Low,22230.49
East,Mobile,Social Media,5,857.71,1.065,631.36,24.67,48.24,900,253,3.84,2.691,213,High,21145.0
South,Tablet,Email,16,400.56,0.892,602.82,23.74,35.05,815,434,3.86,3.417,272,High,19409.42
South,Mobile,Search Ad,4,1658.37,1.046,559.04,28.74,67.18,1089,343,4.2,2.081,233,High,26424.72
East,Mobile,Search Ad,2,1946.4,1.072,754.61,35.9,43.56,836,407,4.3,2.104,235,High,38333.54
West,Mobile,Search Ad,22,1330.4,0.924,585.95,35.55,62.97,1019,250,4.05,2.502,198,Very High,32841.31
West,Mobile,Social Media,5,73.91,0.981,704.63,24.06,53.12,338,287,4.07,3.09,375,Low,32218.98
West,Tablet,Social Media,4,1602.45,1.015,820.0,29.02,60.5,461,57,3.99,2.908,232,Very High,36197.45
West,Mobile,Social Media,27,1270.19,1.046,566.08,28.64,56.87,761,676,4.08,2.688,291,High,21214.24
South,Tablet,Email,25,1449.18,0.921,637.27,31.37,28.18,449,560,4.0,2.514,264,High,23561.37
East,Mobile,Social Media,11,1811.98,1.093,637.34,32.17,45.45,862,451,4.09,2.67,89,Very High,25872.1
South,Mobile,Influencer,8,623.97,0.838,819.2,36.46,53.1,760,158,4.14,2.61,225,Moderate,40000.0
South,Mobile,Influencer,3,683.35,1.106,635.58,33.51,55.2,728,276,3.87,2.653,177,Very High,30395.27
West,Mobile,Search Ad,8,418.84,1.044,622.11,22.59,35.66,1116,650,4.31,2.974,309,High,25850.24
North,Mobile,Social Media,24,1293.68,0.95,654.61,28.52,72.73,884,598,4.07,1.848,169,Very High,34617.49
West,Mobile,Email,11,1393.91,1.069,600.63,30.81,37.23,546,646,3.99,2.984,279,Moderate,17111.27
East,Mobile,Influencer,10,155.62,0.916,706.86,18.98,28.36,685,225,3.85,3.447,310,Moderate,22661.85
East,Mobile,Email,2,23.42,1.009,585.99,24.21,37.96,1078,159,3.87,3.765,265,Moderate,21079.74
East,Mobile,Influencer,3,374.31,1.019,689.78,24.82,70.65,918,239,4.08,2.81,248,High,38328.41
West,Mobile,Social Media,2,1819.1,1.019,665.11,30.69,77.88,1207,191,4.1,2.78,223,Very High,35448.11
East,Tablet,Social Media,36,1028.69,0.933,582.27,36.04,51.47,986,553,4.06,1.941,240,Very High,32043.08
East,Tablet,Influencer,7,496.3,0.96,632.4,28.25,51.81,627,258,3.91,2.095,165,Moderate,30915.33
North,Mobile,Email,4,838.05,1.01,640.87,20.57,43.57,1276,413,3.64,2.819,259,High,23571.88
East,Mobile,Search Ad,14,465.64,0.942,647.35,24.41,54.52,1300,498,3.78,2.601,313,Moderate,25187.32
North,Mobile,Search Ad,2,995.41,1.022,714.5,25.33,37.73,342,17,3.9,3.087,194,Moderate,27490.88
West,Tablet,Social Media,7,1365.38,0.951,786.78,31.02,59.07,749,1233,4.14,2.964,249,Very High,40000.0
